ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections
uc1.b2960383,uc1.b2960383,QJPS6,The Quarterly journal of speech education :,,1920,HathiTrust,['Linguistic']
uc1.b2972398-p312,uc1.b2972398,uc1.b2972398-p312,Laws of Poetry,"Smith, I. Gregory",1918,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b2972410-p756,uc1.b2972410,uc1.b2972410-p756,What is 'Blank Verse'?,"Sonnenschein, E. A.",1924,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b2972949-p548,uc1.b2972949,uc1.b2972949-p548,On Style in Literature: Its Technical Elements.,"Stevenson, Robert Louis",1885,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b2972967-p717,uc1.b2972967,uc1.b2972967-p717,The Development of English Metres,"Larminie, William.",1894,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b2974316-p406,uc1.b2974316,uc1.b2974316-p406,Rhythm and the Science of Poetry,"More, Paul Elmer.",1902,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3011277-p127,uc1.b3011277,patmoreenglish,English Metrical Critics,"Patmore, Coventry.",1857,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3073952,uc1.b3073952,uc1.b3073952,Fonetic ticher.,,1883,HathiTrust,"['Linguistic', 'Typographically Unique']"
uc1.b3099344,uc1.b3099344,uc1.b3099344,Werner's voice magazine.,,1895,HathiTrust,['Linguistic']
uc1.b3110240,uc1.b3110240,uc1.b3110240,The Phonotypic journal.,,1843,HathiTrust,['Linguistic']
uc1.b3110272,uc1.b3110272,uc1.b3110272,"On the relation of poetry to verse,","Hartog, Philip Joseph, Sir, 1864-1947",1926,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3110927,uc1.b3110927,uc1.b3110927,The new speller for foreigners;,"Wheeler, Charlotte",1913,HathiTrust,"['Linguistic', 'Word Lists']"
uc1.b3113633,uc1.b3113633,uc1.b3113633,Phonics in reading ;,"Haliburton, Margaret Winifred",1908,HathiTrust,['Linguistic']
uc1.b3113870,uc1.b3113870,saintsburysome,"Some recent studies in English prosody,","Saintsbury, George, 1845-1933",1919,HathiTrust,['Literary']
uc1.b3114961,uc1.b3114961,uc1.b3114961,English for the English :,"Sampson, George, 1873-1950",1922,HathiTrust,['Literary']
uc1.b3124576,uc1.b3124576,uc1.b3124576,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124577,uc1.b3124577,uc1.b3124577,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124578,uc1.b3124578,uc1.b3124578,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124579,uc1.b3124579,uc1.b3124579,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124580,uc1.b3124580,uc1.b3124580,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124581,uc1.b3124581,uc1.b3124581,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124582,uc1.b3124582,uc1.b3124582,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124583,uc1.b3124583,uc1.b3124583,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124584,uc1.b3124584,uc1.b3124584,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124585,uc1.b3124585,uc1.b3124585,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872,HathiTrust,['Literary']
uc1.b3124948,uc1.b3124948,uc1.b3124948,Phonation ...,"Cutter, Ephraim, 1832-1917",1899,HathiTrust,['Linguistic']
uc1.b3127673,uc1.b3127673,uc1.b3127673,Anti mias;,"Walker, R. J.",1910,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3127674,uc1.b3127674,uc1.b3127674,Anti mias;,"Walker, R. J.",1910,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3129803,uc1.b3129803,percyreliques1,Reliques of ancient English poetry :,,1910,HathiTrust,['Literary']
uc1.b3129804,uc1.b3129804,percyreliques2,Reliques of ancient English poetry :,,1910,HathiTrust,['Literary']
uc1.b3129805,uc1.b3129805,percyreliques3,Reliques of ancient English poetry :,,1910,HathiTrust,['Literary']
uc1.b3130484,uc1.b3130484,lounsburyhistory,History of the English language,"Lounsbury, Thomas R., 1838-1915",1882,HathiTrust,['Linguistic']
uc1.b3130486,uc1.b3130486,lathamhandbook,A hand-book of the English language :,"Latham, R. G. (Robert Gordon), 1812-1888",1870,HathiTrust,['Linguistic']
uc1.b3130523,uc1.b3130523,delaumosnedelsarte,Delsarte system of oratory,"Delaumosne, Abb'e",1893,HathiTrust,"['Linguistic', 'Literary']"
uc1.b3130923,uc1.b3130923,cobbettgrammarrevised,The English grammar of William Cobbett,"Cobbett, William, 1763-1835",1919,HathiTrust,['Linguistic']
uc1.b3132074,uc1.b3132074,hinsdaleteaching,Teaching the language-arts :,"Hinsdale, B. A. (Burke Aaron), 1837-1900",1900,HathiTrust,['Linguistic']
uc1.b3135318,uc1.b3135318,whippleliterature,The literature of the age of Elizabeth.,"Whipple, Edwin Percy, 1819-1886",1871,HathiTrust,['Literary']
uc1.b3136896,uc1.b3136896,uc1.b3136896,The California text-book :,"Urcullu, José de, -1852",1852,HathiTrust,['Linguistic']
uc1.b3139720,uc1.b3139720,craikoutlines,Outlines of the history of the English language for the use of the junior classes in colleges and the higher classes in schools.,"Craik, George L. (George Lillie), 1798-1866",1867,HathiTrust,['Linguistic']
uc1.b3146104,uc1.b3146104,reedhigher,Higher lessons in English :,"Reed, Alonzo, -1899",1885,HathiTrust,['Linguistic']
uc1.b3240069,uc1.b3240069,uc1.b3240069,"The teaching of English, elementary school course","Chubb, Percival, 1860-1960",1910,HathiTrust,['Linguistic']
uc1.b3267361,uc1.b3267361,uc1.b3267361,"English verse between Chaucer and Surrey,","Hammond, Eleanor Prescott, 1866-1933. http://id.loc.gov/authorities/names/no2004112632",1927,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3269424,uc1.b3269424,briggsformal,"Formal English grammar as a discipline,","Briggs, Thomas Henry, 1877-1971",1913,HathiTrust,['Linguistic']
uc1.b3285449-p107,uc1.b3285449,uc1.b3285449-p107,The Function of Poetry in the Drama,"Abercrombie, Lascelles",1912,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3287513-p159,uc1.b3287513,uc1.b3287513-p159,The Art-Form of the Elizabethan Sonnet Sequence and Shakespeare's Sonnets,"Bray, Sir Denys",1927,HathiTrust,"['Literary', 'Original Bibliography']"
uc1.b3288179,uc1.b3288179,uc1.b3288179,Specimens of the British poets;,"Campbell, Thomas, 1777-1844. ed",1819,HathiTrust,['Literary']
uc1.b3288182,uc1.b3288182,uc1.b3288182,Specimens of the British poets;,"Campbell, Thomas, 1777-1844. ed",1819,HathiTrust,['Literary']
uc1.b3290423,uc1.b3290423,uc1.b3290423,Shakspere's predecessors in the English drama,"Symonds, John Addington, 1840-1893",1903,HathiTrust,['Literary']
uc1.b3293449-p315,uc1.b3293449,uc1.b3293449-p315,The Physiology of Versification,"Holmes, Oliver Wendell, 1809-1894",1889,HathiTrust,['Literary']
uc1.b3310823,uc1.b3310823,wardenglish1,The English poets;,"Ward, Thomas Humphry, 1845-1926",1880,HathiTrust,['Literary']
uc1.b3310824,uc1.b3310824,wardenglish2,The English poets;,"Ward, Thomas Humphry, 1845-1926",1880,HathiTrust,['Literary']
uc1.b3310825,uc1.b3310825,wardenglish3,The English poets;,"Ward, Thomas Humphry, 1845-1926",1880,HathiTrust,['Literary']
uc1.b3310826,uc1.b3310826,wardenglish4,The English poets;,"Ward, Thomas Humphry, 1845-1926",1880,HathiTrust,['Literary']
uc1.b3310854,uc1.b3310854,uc1.b3310854,Reliques of ancient English poetry:,"Percy, Thomas, 1729-1811",1883,HathiTrust,['Literary']
