filename,mtime,last_modified
33433082515580.zip,1699189596.633984,2023-11-05 08:06:36.633984
33433082515580.mets.xml,1698963028.168104,2023-11-02 18:10:28.168104
33433082515531.zip,1684325227.71087,2023-05-17 08:07:07.710870
33433082515531.mets.xml,1684073650.874318,2023-05-14 10:14:10.874318
33433082513031.mets.xml,1695395983.426915,2023-09-22 11:19:43.426915
33433082513031.zip,1695645714.546403,2023-09-25 08:41:54.546403
33433082132725.zip,1695557440.521757,2023-09-24 08:10:40.521757
33433082132725.mets.xml,1695306016.663864,2023-09-21 10:20:16.663864
33433082473467.mets.xml,1695396942.874674,2023-09-22 11:35:42.874674
33433082473467.zip,1695645541.021741,2023-09-25 08:39:01.021741
33433082473459.zip,1695645542.108911,2023-09-25 08:39:02.108911
33433082473459.mets.xml,1695396944.457453,2023-09-22 11:35:44.457453
33433082497672.zip,1684325186.596484,2023-05-17 08:06:26.596484
33433082497672.mets.xml,1684074087.243125,2023-05-14 10:21:27.243125
33433082497623.zip,1684325184.648106,2023-05-17 08:06:24.648106
33433082497623.mets.xml,1684065507.105295,2023-05-14 07:58:27.105295
33433082497698.mets.xml,1709475669.936581,2024-03-03 09:21:09.936581
33433082497698.zip,1709727636.364429,2024-03-06 07:20:36.364429
33433082497680.zip,1709727636.417778,2024-03-06 07:20:36.417778
33433082497680.mets.xml,1709466886.022261,2024-03-03 06:54:46.022261
33433082497631.zip,1684325183.696781,2023-05-17 08:06:23.696781
33433082497631.mets.xml,1684074118.733733,2023-05-14 10:21:58.733733
33433082497664.zip,1684325186.164218,2023-05-17 08:06:26.164218
33433082497664.mets.xml,1684074201.553079,2023-05-14 10:23:21.553079
33433082497052.zip,1688992232.417078,2023-07-10 08:30:32.417078
33433082497052.mets.xml,1688753492.484893,2023-07-07 14:11:32.484893
33433082497144.mets.xml,1695396357.724189,2023-09-22 11:25:57.724189
33433082497144.zip,1695645640.688133,2023-09-25 08:40:40.688133
33433082497714.zip,1689509806.806697,2023-07-16 08:16:46.806697
33433082497714.mets.xml,1689244744.866357,2023-07-13 06:39:04.866357
33433082497706.zip,1709727636.330565,2024-03-06 07:20:36.330565
33433082497706.mets.xml,1709475697.238916,2024-03-03 09:21:37.238916
33433082503818.zip,1695645667.35926,2023-09-25 08:41:07.359260
33433082503818.mets.xml,1695409501.480304,2023-09-22 15:05:01.480304
33433082503834.zip,1695645665.769829,2023-09-25 08:41:05.769829
33433082503834.mets.xml,1695396234.366653,2023-09-22 11:23:54.366653
33433082502612.zip,1695645664.212684,2023-09-25 08:41:04.212684
33433082502612.mets.xml,1695396302.185977,2023-09-22 11:25:02.185977
33433082502679.zip,1695645664.878955,2023-09-25 08:41:04.878955
33433082502679.mets.xml,1695396276.468929,2023-09-22 11:24:36.468929
33433082504725.zip,1695645672.380238,2023-09-25 08:41:12.380238
33433082504725.mets.xml,1695396171.103176,2023-09-22 11:22:51.103176
33433082504170.mets.xml,1695396258.192831,2023-09-22 11:24:18.192831
33433082504170.zip,1695645668.056464,2023-09-25 08:41:08.056464
33433082502513.mets.xml,1695396283.402378,2023-09-22 11:24:43.402378
33433082502513.zip,1695645664.122958,2023-09-25 08:41:04.122958
33433082502521.zip,1682254751.010129,2023-04-23 08:59:11.010129
33433082502521.mets.xml,1682039340.374493,2023-04-20 21:09:00.374493
33433082502554.zip,1709727656.934757,2024-03-06 07:20:56.934757
33433082502554.mets.xml,1709466760.456762,2024-03-03 06:52:40.456762
33433082502539.mets.xml,1709475640.679328,2024-03-03 09:20:40.679328
33433082502539.zip,1709727658.787329,2024-03-06 07:20:58.787329
33433082502505.zip,1709727653.972526,2024-03-06 07:20:53.972526
33433082502505.mets.xml,1709466727.561208,2024-03-03 06:52:07.561208
33433082502372.zip,1695645658.350885,2023-09-25 08:40:58.350885
33433082502372.mets.xml,1695396262.42969,2023-09-22 11:24:22.429690
33433082502307.mets.xml,1695396239.731274,2023-09-22 11:23:59.731274
33433082502307.zip,1695645657.594694,2023-09-25 08:40:57.594694
33433082502349.zip,1709727652.373176,2024-03-06 07:20:52.373176
33433082502349.mets.xml,1709466743.249758,2024-03-03 06:52:23.249758
33433082502356.zip,1709727656.068548,2024-03-06 07:20:56.068548
33433082502356.mets.xml,1709475570.708538,2024-03-03 09:19:30.708538
33433082502315.zip,1709727651.962004,2024-03-06 07:20:51.962004
33433082502315.mets.xml,1709466743.192444,2024-03-03 06:52:23.192444
33433082502380.mets.xml,1695396247.085766,2023-09-22 11:24:07.085766
33433082502380.zip,1695645660.976752,2023-09-25 08:41:00.976752
33433082502331.zip,1682254748.304114,2023-04-23 08:59:08.304114
33433082502331.mets.xml,1682039312.274939,2023-04-20 21:08:32.274939
33433082502364.mets.xml,1682039316.227587,2023-04-20 21:08:36.227587
33433082502364.zip,1682254746.703735,2023-04-23 08:59:06.703735
33433082504964.mets.xml,1695396159.895527,2023-09-22 11:22:39.895527
33433082504964.zip,1695645675.046071,2023-09-25 08:41:15.046071
33433082508312.zip,1684758027.236489,2023-05-22 08:20:27.236489
33433082508312.mets.xml,1684491812.49624,2023-05-19 06:23:32.496240
33433082502414.zip,1682254746.750679,2023-04-23 08:59:06.750679
33433082502414.mets.xml,1682039279.780536,2023-04-20 21:07:59.780536
33433082502406.zip,1689509809.050585,2023-07-16 08:16:49.050585
33433082502406.mets.xml,1689241432.073146,2023-07-13 05:43:52.073146
33433082502463.mets.xml,1684073966.06054,2023-05-14 10:19:26.060540
33433082502463.zip,1684325194.479574,2023-05-17 08:06:34.479574
33433082502448.mets.xml,1709466765.405057,2024-03-03 06:52:45.405057
33433082502448.zip,1709727655.207285,2024-03-06 07:20:55.207285
33433082502422.mets.xml,1695396230.374289,2023-09-22 11:23:50.374289
33433082502422.zip,1695645658.64595,2023-09-25 08:40:58.645950
33433082502794.zip,1684325198.957125,2023-05-17 08:06:38.957125
33433082502794.mets.xml,1684073976.151149,2023-05-14 10:19:36.151149
33433082502786.zip,1710765842.865224,2024-03-18 08:44:02.865224
33433082502786.mets.xml,1710539195.767547,2024-03-15 17:46:35.767547
33433082502778.zip,1684325196.304945,2023-05-17 08:06:36.304945
33433082502778.mets.xml,1684073915.007714,2023-05-14 10:18:35.007714
33433082502760.mets.xml,1698956344.025572,2023-11-02 16:19:04.025572
33433082502760.zip,1699189508.826424,2023-11-05 08:05:08.826424
33433082509807.zip,1710765842.689407,2024-03-18 08:44:02.689407
33433082509807.mets.xml,1710539203.869131,2024-03-15 17:46:43.869131
33433082509815.mets.xml,1710539144.658035,2024-03-15 17:45:44.658035
33433082509815.zip,1710765843.886496,2024-03-18 08:44:03.886496
33433082502851.mets.xml,1709466748.343517,2024-03-03 06:52:28.343517
33433082502851.zip,1709727661.428384,2024-03-06 07:21:01.428384
33433082502828.mets.xml,1709466740.64215,2024-03-03 06:52:20.642150
33433082502828.zip,1709727661.103789,2024-03-06 07:21:01.103789
33433082502877.mets.xml,1709475717.136992,2024-03-03 09:21:57.136992
33433082502877.zip,1709727663.929588,2024-03-06 07:21:03.929588
33433082502885.mets.xml,1698956232.827239,2023-11-02 16:17:12.827239
33433082502885.zip,1699189511.131716,2023-11-05 08:05:11.131716
33433082502810.mets.xml,1684074029.55174,2023-05-14 10:20:29.551740
33433082502810.zip,1684325198.609993,2023-05-17 08:06:38.609993
33433082502836.zip,1709727660.141322,2024-03-06 07:21:00.141322
33433082502836.mets.xml,1709475597.322044,2024-03-03 09:19:57.322044
33433082504899.mets.xml,1695396181.426719,2023-09-22 11:23:01.426719
33433082504899.zip,1695645673.095599,2023-09-25 08:41:13.095599
33433082509567.zip,1684325215.105099,2023-05-17 08:06:55.105099
33433082509567.mets.xml,1684073763.422673,2023-05-14 10:16:03.422673
33433082509575.mets.xml,1684510355.133642,2023-05-19 11:32:35.133642
33433082509575.zip,1684758034.166675,2023-05-22 08:20:34.166675
33433082509559.mets.xml,1684510357.060004,2023-05-19 11:32:37.060004
33433082509559.zip,1684758033.275443,2023-05-22 08:20:33.275443
33433082502950.mets.xml,1684065472.882259,2023-05-14 07:57:52.882259
33433082502950.zip,1684325198.273017,2023-05-17 08:06:38.273017
33433082502984.mets.xml,1685878575.861551,2023-06-04 07:36:15.861551
33433082502984.zip,1686137511.935541,2023-06-07 07:31:51.935541
33433082502901.mets.xml,1704122210.510234,2024-01-01 10:16:50.510234
33433082502901.zip,1704371514.032963,2024-01-04 07:31:54.032963
33433082502943.mets.xml,1698173789.23219,2023-10-24 14:56:29.232190
33433082502943.zip,1698406784.019735,2023-10-27 07:39:44.019735
33433082506209.mets.xml,1684510360.594278,2023-05-19 11:32:40.594278
33433082506209.zip,1684758026.616972,2023-05-22 08:20:26.616972
33433082503917.zip,1695645665.73211,2023-09-25 08:41:05.732110
33433082503917.mets.xml,1695396216.931073,2023-09-22 11:23:36.931073
33433082503974.mets.xml,1695396225.694042,2023-09-22 11:23:45.694042
33433082503974.zip,1695645665.671352,2023-09-25 08:41:05.671352
33433082503255.zip,1684758024.346539,2023-05-22 08:20:24.346539
33433082503255.mets.xml,1684510454.357165,2023-05-19 11:34:14.357165
33433082504634.mets.xml,1695396192.397276,2023-09-22 11:23:12.397276
33433082504634.zip,1695645673.644292,2023-09-25 08:41:13.644292
33433082504642.mets.xml,1695396214.196281,2023-09-22 11:23:34.196281
33433082504642.zip,1695645672.265542,2023-09-25 08:41:12.265542
33433082504659.zip,1695645672.034617,2023-09-25 08:41:12.034617
33433082504659.mets.xml,1695396189.258091,2023-09-22 11:23:09.258091
33433082502299.mets.xml,1695396252.537706,2023-09-22 11:24:12.537706
33433082502299.zip,1695645658.12324,2023-09-25 08:40:58.123240
33433082502281.mets.xml,1695396323.348752,2023-09-22 11:25:23.348752
33433082502281.zip,1695645659.408155,2023-09-25 08:40:59.408155
33433082504527.mets.xml,1695409581.123391,2023-09-22 15:06:21.123391
33433082504527.zip,1695645674.542375,2023-09-25 08:41:14.542375
33433082504584.mets.xml,1695396204.548853,2023-09-22 11:23:24.548853
33433082504584.zip,1695645671.285889,2023-09-25 08:41:11.285889
33433082503610.mets.xml,1695396246.403457,2023-09-22 11:24:06.403457
33433082503610.zip,1695645664.075352,2023-09-25 08:41:04.075352
33433082219902.zip,1695557609.108302,2023-09-24 08:13:29.108302
33433082219902.mets.xml,1695312131.289329,2023-09-21 12:02:11.289329
33433082219621.mets.xml,1685601981.486677,2023-06-01 02:46:21.486677
33433082219621.zip,1685882778.923959,2023-06-04 08:46:18.923959
33433082277298.zip,1695645103.675197,2023-09-25 08:31:43.675197
33433082277298.mets.xml,1695433100.220015,2023-09-22 21:38:20.220015
33433082275078.mets.xml,1695433141.264476,2023-09-22 21:39:01.264476
33433082275078.zip,1695645100.189562,2023-09-25 08:31:40.189562
33433082277546.zip,1680273871.535471,2023-03-31 10:44:31.535471
33433082277546.mets.xml,1679976656.374938,2023-03-28 00:10:56.374938
33433082277348.mets.xml,1695311772.771372,2023-09-21 11:56:12.771372
33433082277348.zip,1695557655.672857,2023-09-24 08:14:15.672857
33433082273354.zip,1695645094.476435,2023-09-25 08:31:34.476435
33433082273354.mets.xml,1695433145.603145,2023-09-22 21:39:05.603145
33433082184726.mets.xml,1709952404.251663,2024-03-08 21:46:44.251663
33433082184726.zip,1710161446.672235,2024-03-11 08:50:46.672235
33433082186390.zip,1708948691.713778,2024-02-26 06:58:11.713778
33433082186390.mets.xml,1708711740.219335,2024-02-23 13:09:00.219335
33433082182886.zip,1682254436.523673,2023-04-23 08:53:56.523673
33433082182886.mets.xml,1682031690.324227,2023-04-20 19:01:30.324227
33433082181227.mets.xml,1682031677.229143,2023-04-20 19:01:17.229143
33433082181227.zip,1682254433.992143,2023-04-23 08:53:53.992143
33433082185335.zip,1699187757.530037,2023-11-05 07:35:57.530037
33433082185335.mets.xml,1698922379.863638,2023-11-02 06:52:59.863638
33433082185343.zip,1712317846.830117,2024-04-05 07:50:46.830117
33433082185343.mets.xml,1712051303.434006,2024-04-02 05:48:23.434006
33433082281415.mets.xml,1673655581.014365,2023-01-13 19:19:41.014365
33433082281415.zip,1673873250.533006,2023-01-16 07:47:30.533006
33433082280813.mets.xml,1684532603.423742,2023-05-19 17:43:23.423742
33433082280813.zip,1684757631.990268,2023-05-22 08:13:51.990268
33433082286091.zip,1695472013.397001,2023-09-23 08:26:53.397001
33433082286091.mets.xml,1695241927.840212,2023-09-20 16:32:07.840212
33433082285903.mets.xml,1695241937.97648,2023-09-20 16:32:17.976480
33433082285903.zip,1695472012.212454,2023-09-23 08:26:52.212454
33433082124763.zip,1695557378.895158,2023-09-24 08:09:38.895158
33433082124763.mets.xml,1695306383.374303,2023-09-21 10:26:23.374303
33433082488887.mets.xml,1674568322.324046,2023-01-24 08:52:02.324046
33433082488887.zip,1674824794.591801,2023-01-27 08:06:34.591801
33433082488895.zip,1709727600.386866,2024-03-06 07:20:00.386866
33433082488895.mets.xml,1709466995.073288,2024-03-03 06:56:35.073288
33433082488911.zip,1695645615.606148,2023-09-25 08:40:15.606148
33433082488911.mets.xml,1695396480.471424,2023-09-22 11:28:00.471424
33433082311170.zip,1709552687.149694,2024-03-04 06:44:47.149694
33433082311170.mets.xml,1709281437.748913,2024-03-01 03:23:57.748913
33433082311188.mets.xml,1695311506.591995,2023-09-21 11:51:46.591995
33433082311188.zip,1695557674.204012,2023-09-24 08:14:34.204012
33433082311196.zip,1695557677.550701,2023-09-24 08:14:37.550701
33433082311196.mets.xml,1695311543.150833,2023-09-21 11:52:23.150833
33433082313754.zip,1699188147.172907,2023-11-05 07:42:27.172907
33433082313754.mets.xml,1698936445.439575,2023-11-02 10:47:25.439575
33433082310768.mets.xml,1685522365.872361,2023-05-31 04:39:25.872361
33433082310768.zip,1685795831.390053,2023-06-03 08:37:11.390053
33433082310776.zip,1699188116.283959,2023-11-05 07:41:56.283959
33433082310776.mets.xml,1698936475.270178,2023-11-02 10:47:55.270178
33433082310750.zip,1695557671.923259,2023-09-24 08:14:31.923259
33433082310750.mets.xml,1695311591.200198,2023-09-21 11:53:11.200198
33433082310727.zip,1709552681.636583,2024-03-04 06:44:41.636583
33433082310727.mets.xml,1709281430.313528,2024-03-01 03:23:50.313528
33433082310701.zip,1672147300.473898,2022-12-27 08:21:40.473898
33433082310701.mets.xml,1671878197.533052,2022-12-24 05:36:37.533052
33433082310735.mets.xml,1709281475.869129,2024-03-01 03:24:35.869129
33433082310735.zip,1709552683.605597,2024-03-04 06:44:43.605597
33433082310719.mets.xml,1695311668.334271,2023-09-21 11:54:28.334271
33433082310719.zip,1695557677.792246,2023-09-24 08:14:37.792246
33433082310743.mets.xml,1709281443.681552,2024-03-01 03:24:03.681552
33433082310743.zip,1709552684.391581,2024-03-04 06:44:44.391581
33433082312350.zip,1695557689.061595,2023-09-24 08:14:49.061595
33433082312350.mets.xml,1695311513.90785,2023-09-21 11:51:53.907850
33433082312319.zip,1695557687.46028,2023-09-24 08:14:47.460280
33433082312319.mets.xml,1695311483.605311,2023-09-21 11:51:23.605311
33433082312343.zip,1601882180.602894,2020-10-05 03:16:20.602894
33433082312343.mets.xml,1691340346.101432,2023-08-06 12:45:46.101432
33433082312392.mets.xml,1709281350.236656,2024-03-01 03:22:30.236656
33433082312392.zip,1709552695.052249,2024-03-04 06:44:55.052249
33433082312442.mets.xml,1685550125.769644,2023-05-31 12:22:05.769644
33433082312442.zip,1685795833.529943,2023-06-03 08:37:13.529943
33433082310826.zip,1709552686.298518,2024-03-04 06:44:46.298518
33433082310826.mets.xml,1709281473.95766,2024-03-01 03:24:33.957660
33433082310883.mets.xml,1709281482.55216,2024-03-01 03:24:42.552160
33433082310883.zip,1709552686.121135,2024-03-04 06:44:46.121135
33433082310800.mets.xml,1695311600.156216,2023-09-21 11:53:20.156216
33433082310800.zip,1695557673.131029,2023-09-24 08:14:33.131029
33433082310891.mets.xml,1695311612.670383,2023-09-21 11:53:32.670383
33433082310891.zip,1695557676.15049,2023-09-24 08:14:36.150490
33433082310867.mets.xml,1682034479.230087,2023-04-20 19:47:59.230087
33433082310867.zip,1682254528.43513,2023-04-23 08:55:28.435130
33433082310875.zip,1709552685.459065,2024-03-04 06:44:45.459065
33433082310875.mets.xml,1709281455.986669,2024-03-01 03:24:15.986669
33433082310818.mets.xml,1709281475.45149,2024-03-01 03:24:35.451490
33433082310818.zip,1709552684.721458,2024-03-04 06:44:44.721458
33433082310834.mets.xml,1695311588.906976,2023-09-21 11:53:08.906976
33433082310834.zip,1695557672.700813,2023-09-24 08:14:32.700813
33433082310842.zip,1695557673.550088,2023-09-24 08:14:33.550088
33433082310842.mets.xml,1695311589.811003,2023-09-21 11:53:09.811003
33433082310693.zip,1709552687.216818,2024-03-04 06:44:47.216818
33433082310693.mets.xml,1709281489.067684,2024-03-01 03:24:49.067684
33433082310685.mets.xml,1709281474.593331,2024-03-01 03:24:34.593331
33433082310685.zip,1709552683.95292,2024-03-04 06:44:43.952920
33433082310941.zip,1682254532.921815,2023-04-23 08:55:32.921815
33433082310941.mets.xml,1682034531.091067,2023-04-20 19:48:51.091067
33433082310925.zip,1695557676.083798,2023-09-24 08:14:36.083798
33433082310925.mets.xml,1695311602.678657,2023-09-21 11:53:22.678657
33433082310909.mets.xml,1695311615.916371,2023-09-21 11:53:35.916371
33433082310909.zip,1695557676.081764,2023-09-24 08:14:36.081764
33433082310958.zip,1695557680.79642,2023-09-24 08:14:40.796420
33433082310958.mets.xml,1695311612.317975,2023-09-21 11:53:32.317975
33433082310966.mets.xml,1709281538.398786,2024-03-01 03:25:38.398786
33433082310966.zip,1709552691.415552,2024-03-04 06:44:51.415552
33433082310933.mets.xml,1684061463.299817,2023-05-14 06:51:03.299817
33433082310933.zip,1684324903.103755,2023-05-17 08:01:43.103755
33433082310974.mets.xml,1698165419.389131,2023-10-24 12:36:59.389131
33433082310974.zip,1698406744.793858,2023-10-27 07:39:04.793858
33433082311238.mets.xml,1695311518.487642,2023-09-21 11:51:58.487642
33433082311238.zip,1695557677.160561,2023-09-24 08:14:37.160561
33433082311220.mets.xml,1695311550.704991,2023-09-21 11:52:30.704991
33433082311220.zip,1695557677.364027,2023-09-24 08:14:37.364027
33433082311212.zip,1709552687.55191,2024-03-04 06:44:47.551910
33433082311212.mets.xml,1709281427.71546,2024-03-01 03:23:47.715460
33433082311253.zip,1709552687.822956,2024-03-04 06:44:47.822956
33433082311253.mets.xml,1709281404.924894,2024-03-01 03:23:24.924894
33433082311204.mets.xml,1709281401.863654,2024-03-01 03:23:21.863654
33433082311204.zip,1709552687.055045,2024-03-04 06:44:47.055045
33433082311246.mets.xml,1695311520.187493,2023-09-21 11:52:00.187493
33433082311246.zip,1695557677.756932,2023-09-24 08:14:37.756932
33433082313127.mets.xml,1698936390.903464,2023-11-02 10:46:30.903464
33433082313127.zip,1699188145.288215,2023-11-05 07:42:25.288215
33433082313366.mets.xml,1709953177.467171,2024-03-08 21:59:37.467171
33433082313366.zip,1710161525.863057,2024-03-11 08:52:05.863057
33433082313226.mets.xml,1666722081.368255,2022-10-25 14:21:21.368255
33433082313226.zip,1666958051.38386,2022-10-28 07:54:11.383860
33433082312277.zip,1709552693.120681,2024-03-04 06:44:53.120681
33433082312277.mets.xml,1709281366.28033,2024-03-01 03:22:46.280330
33433082311006.mets.xml,1695311556.282749,2023-09-21 11:52:36.282749
33433082311006.zip,1695557674.51347,2023-09-24 08:14:34.513470
33433082538830.mets.xml,1709299701.820256,2024-03-01 08:28:21.820256
33433082538830.zip,1709553281.303146,2024-03-04 06:54:41.303146
33433082299425.mets.xml,1674567935.644467,2023-01-24 08:45:35.644467
33433082299425.zip,1674824685.480338,2023-01-27 08:04:45.480338
33433082178728.mets.xml,1695433468.6194,2023-09-22 21:44:28.619400
33433082178728.zip,1695645055.494129,2023-09-25 08:30:55.494129
33433082177118.zip,1695471865.912375,2023-09-23 08:24:25.912375
33433082177118.mets.xml,1695226024.146375,2023-09-20 12:07:04.146375
33433082177142.mets.xml,1677988957.624915,2023-03-04 23:02:37.624915
33433082177142.zip,1678021903.527142,2023-03-05 08:11:43.527142
33433082523758.mets.xml,1709466402.361296,2024-03-03 06:46:42.361296
33433082523758.zip,1709727736.005248,2024-03-06 07:22:16.005248
33433082521471.zip,1682254772.109258,2023-04-23 08:59:32.109258
33433082521471.mets.xml,1682039441.056314,2023-04-20 21:10:41.056314
33433082521497.zip,1688645751.665589,2023-07-06 08:15:51.665589
33433082521497.mets.xml,1688392904.641588,2023-07-03 10:01:44.641588
33433082521422.mets.xml,1695395825.509032,2023-09-22 11:17:05.509032
33433082521422.zip,1695645756.697919,2023-09-25 08:42:36.697919
33433082521455.zip,1699960076.988383,2023-11-14 06:07:56.988383
33433082521455.mets.xml,1699689558.050746,2023-11-11 02:59:18.050746
33433082522651.mets.xml,1674078408.268687,2023-01-18 16:46:48.268687
33433082522651.zip,1674306978.659431,2023-01-21 08:16:18.659431
33433082522628.mets.xml,1709475267.000145,2024-03-03 09:14:27.000145
33433082522628.zip,1709727726.828085,2024-03-06 07:22:06.828085
33433082522644.mets.xml,1709466449.942079,2024-03-03 06:47:29.942079
33433082522644.zip,1709727729.338976,2024-03-06 07:22:09.338976
33433082522693.zip,1695645765.124414,2023-09-25 08:42:45.124414
33433082522693.mets.xml,1695395798.384528,2023-09-22 11:16:38.384528
33433082522669.mets.xml,1704122131.558055,2024-01-01 10:15:31.558055
33433082522669.zip,1704371526.485656,2024-01-04 07:32:06.485656
33433082522677.zip,1695645764.230138,2023-09-25 08:42:44.230138
33433082522677.mets.xml,1695395872.913256,2023-09-22 11:17:52.913256
33433082522636.zip,1698406806.772447,2023-10-27 07:40:06.772447
33433082522636.mets.xml,1698173497.480205,2023-10-24 14:51:37.480205
33433082521323.mets.xml,1695395854.031149,2023-09-22 11:17:34.031149
33433082521323.zip,1695645756.576863,2023-09-25 08:42:36.576863
33433082521398.mets.xml,1684510140.083064,2023-05-19 11:29:00.083064
33433082521398.zip,1684758049.292282,2023-05-22 08:20:49.292282
33433082522537.zip,1689509806.938725,2023-07-16 08:16:46.938725
33433082522537.mets.xml,1689247516.629958,2023-07-13 07:25:16.629958
33433082522594.mets.xml,1704122161.387142,2024-01-01 10:16:01.387142
33433082522594.zip,1704371529.228435,2024-01-04 07:32:09.228435
33433082522586.mets.xml,1682039420.23783,2023-04-20 21:10:20.237830
33433082522586.zip,1682254772.394217,2023-04-23 08:59:32.394217
33433082522578.zip,1684758054.375119,2023-05-22 08:20:54.375119
33433082522578.mets.xml,1684510175.651867,2023-05-19 11:29:35.651867
33433082522529.mets.xml,1695409266.004441,2023-09-22 15:01:06.004441
33433082522529.zip,1695645763.775554,2023-09-25 08:42:43.775554
33433082522545.mets.xml,1709466451.354354,2024-03-03 06:47:31.354354
33433082522545.zip,1709727728.699898,2024-03-06 07:22:08.699898
33433082522560.mets.xml,1674083092.099651,2023-01-18 18:04:52.099651
33433082522560.zip,1674306979.016297,2023-01-21 08:16:19.016297
33433082522552.mets.xml,1709466447.460959,2024-03-03 06:47:27.460959
33433082522552.zip,1709727728.420202,2024-03-06 07:22:08.420202
33433082522750.mets.xml,1695395775.621959,2023-09-22 11:16:15.621959
33433082522750.zip,1695645761.423736,2023-09-25 08:42:41.423736
33433082522701.zip,1695645763.408356,2023-09-25 08:42:43.408356
33433082522701.mets.xml,1695395795.403101,2023-09-22 11:16:35.403101
33433082522883.zip,1699189674.591853,2023-11-05 08:07:54.591853
33433082522883.mets.xml,1698962641.312861,2023-11-02 18:04:01.312861
33433082522891.zip,1709727731.308889,2024-03-06 07:22:11.308889
33433082522891.mets.xml,1709466413.514353,2024-03-03 06:46:53.514353
33433082522867.zip,1709727731.371673,2024-03-06 07:22:11.371673
33433082522867.mets.xml,1709466437.428741,2024-03-03 06:47:17.428741
33433082522875.zip,1709727732.416299,2024-03-06 07:22:12.416299
33433082522875.mets.xml,1709466423.183676,2024-03-03 06:47:03.183676
33433082522859.zip,1709727731.366333,2024-03-06 07:22:11.366333
33433082522859.mets.xml,1709475298.3391,2024-03-03 09:14:58.339100
33433082521273.mets.xml,1709466448.695959,2024-03-03 06:47:28.695959
33433082521273.zip,1709727723.512345,2024-03-06 07:22:03.512345
33433082523568.zip,1684325241.138135,2023-05-17 08:07:21.138135
33433082523568.mets.xml,1684065492.940748,2023-05-14 07:58:12.940748
33433082523592.zip,1684325242.538914,2023-05-17 08:07:22.538914
33433082523592.mets.xml,1684065434.144426,2023-05-14 07:57:14.144426
33433082523469.mets.xml,1709466400.558935,2024-03-03 06:46:40.558935
33433082523469.zip,1709727731.493167,2024-03-06 07:22:11.493167
33433082521513.zip,1684325241.078252,2023-05-17 08:07:21.078252
33433082521513.mets.xml,1684073500.331014,2023-05-14 10:11:40.331014
33433082521547.mets.xml,1709466452.318592,2024-03-03 06:47:32.318592
33433082521547.zip,1709727724.266801,2024-03-06 07:22:04.266801
33433082521596.mets.xml,1709475448.654087,2024-03-03 09:17:28.654087
33433082521596.zip,1709727732.706433,2024-03-06 07:22:12.706433
33433082521562.zip,1704195037.823655,2024-01-02 06:30:37.823655
33433082521562.mets.xml,1703952549.573741,2023-12-30 11:09:09.573741
33433082528070.zip,1684758057.702386,2023-05-22 08:20:57.702386
33433082528070.mets.xml,1684510125.205257,2023-05-19 11:28:45.205257
33433082528088.zip,1699189680.9799,2023-11-05 08:08:00.979900
33433082528088.mets.xml,1698962589.24129,2023-11-02 18:03:09.241290
33433082528054.zip,1684325246.840302,2023-05-17 08:07:26.840302
33433082528054.mets.xml,1684073431.517512,2023-05-14 10:10:31.517512
33433082528096.mets.xml,1684510186.233883,2023-05-19 11:29:46.233883
33433082528096.zip,1684758057.613657,2023-05-22 08:20:57.613657
33433082528062.zip,1684325247.052804,2023-05-17 08:07:27.052804
33433082528062.mets.xml,1684073435.166376,2023-05-14 10:10:35.166376
33433082523170.mets.xml,1684073495.249992,2023-05-14 10:11:35.249992
33433082523170.zip,1684325240.9865,2023-05-17 08:07:20.986500
33433082523188.mets.xml,1698962700.59775,2023-11-02 18:05:00.597750
33433082523188.zip,1699189668.387448,2023-11-05 08:07:48.387448
33433082523121.mets.xml,1709466414.217709,2024-03-03 06:46:54.217709
33433082523121.zip,1709727730.132902,2024-03-06 07:22:10.132902
33433082523337.mets.xml,1709466421.25859,2024-03-03 06:47:01.258590
33433082523337.zip,1709727733.564799,2024-03-06 07:22:13.564799
33433082523303.mets.xml,1688750334.287326,2023-07-07 13:18:54.287326
33433082523303.zip,1688992234.044308,2023-07-10 08:30:34.044308
33433082523394.zip,1685706637.762173,2023-06-02 07:50:37.762173
33433082523394.mets.xml,1685452718.056186,2023-05-30 09:18:38.056186
33433082523386.mets.xml,1710539134.322819,2024-03-15 17:45:34.322819
33433082523386.zip,1710765844.959651,2024-03-18 08:44:04.959651
33433082522941.mets.xml,1695395782.41866,2023-09-22 11:16:22.418660
33433082522941.zip,1695645763.359102,2023-09-25 08:42:43.359102
33433082522925.mets.xml,1698173491.869466,2023-10-24 14:51:31.869466
33433082522925.zip,1698406807.015775,2023-10-27 07:40:07.015775
33433082522966.mets.xml,1695395779.764583,2023-09-22 11:16:19.764583
33433082522966.zip,1695645764.058827,2023-09-25 08:42:44.058827
33433082522917.mets.xml,1682039438.364494,2023-04-20 21:10:38.364494
33433082522917.zip,1682254773.637646,2023-04-23 08:59:33.637646
33433082522990.mets.xml,1695409222.091189,2023-09-22 15:00:22.091189
33433082522990.zip,1695645766.072965,2023-09-25 08:42:46.072965
33433082522974.zip,1672058391.227835,2022-12-26 07:39:51.227835
33433082522974.mets.xml,1671779819.324706,2022-12-23 02:16:59.324706
33433082521653.zip,1695645759.240417,2023-09-25 08:42:39.240417
33433082521653.mets.xml,1695409303.917037,2023-09-22 15:01:43.917037
33433082528187.mets.xml,1698962615.903776,2023-11-02 18:03:35.903776
