ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections,recordid,oclc,locnum,author,imprint,datetype,startdate,enddate,imprintdate,place,enumcron,subjects,title
mdp.39015066578900,mdp.39015066578900,mdp.39015066578900,English epic and heroic poetry,"Dixon, W. Macneile (William Macneile), 1866-1945",1912,HathiTrust,['Literary'],1111855,795751,PR509.E7D6,"Dixon, W. Macneile",London;J.M. Dent;1912.,s,1912,    ,1912,enk,,"English poetry;History and criticism;Epic poetry, English",English epic and heroic poetry
mdp.39015067091739-p1,mdp.39015067091739,emersonpoet,The Poet,"Emerson, Ralph Waldo.",1903,HathiTrust,"['Literary', 'Original Bibliography']",431911,484283,,"Emerson, Ralph Waldo,",Boston;New York;Houghton Mifflin;1903-04,m,1903,1904,1903-1904,mau,v.3,,The complete works of Ralph Waldo Emerson
mdp.39015067148331,mdp.39015067148331,palmerself,"Self cultivation in English, and The glory of the imperfect,","Palmer, George Herbert, 1842-1933",1917,HathiTrust,"['Linguistic', 'Literary']",1899574,3746805,,"Palmer, George Herbert,",Boston;New York [etc.;Houghton Mifflin company;1917,s,1917,    ,1917,nyu,,Conduct of life;Rhetoric;English language,"Self cultivation in English, and The glory of the imperfect"
mdp.39015070189181,mdp.39015070189181,mdp.39015070189181,The psychology of reading and spelling,"Gates, Arthur I. (Arthur Irving), 1890-1972",1922,HathiTrust,"['Linguistic', 'Literary']",385858,2157861,LB5.C8 no.129,"Gates, Arthur I.","New York city;Teachers college, Columbia university;1922.",s,1922,    ,1922,nyu,,"Reading, Psychology of;Orthography and spelling;English language;Educational tests and measurements",The psychology of reading and spelling
mdp.39015070199388,mdp.39015070199388,mdp.39015070199388,"The science and art of adjustment between the producing and reflecting vocal apparatus, alias the philosophy of the intercondylar foramen, involving the solution of the problem of the human voice.","Mahlendorff, Paul J[acob] 1864-",1904,HathiTrust,['Linguistic'],1901015,68136627,,"Mahlendorff, Paul J[acob]","London, Eng.;Marriott & Williams;Baltimore;G. Smith & co., agents,pc1904.",s,1904,    ,1904,enk,,Voice culture,"The science and art of adjustment between the producing and reflecting vocal apparatus, alias the philosophy of the intercondylar foramen, involving the solution of the problem of the human voice"
mdp.39015070460178,mdp.39015070460178,mdp.39015070460178,Prose rhythm in English.,"Clark, Albert Curtis, 1859-1937",1913,HathiTrust,['Literary'],1441519,310169,PE1561.C5,"Clark, Albert Curtis,",Oxford;The Clarendon press;1913.,s,1913,    ,1913,enk,,Rhythm;English language,Prose rhythm in English
mdp.39015070460202,mdp.39015070460202,mdp.39015070460202,High school English;,"Brumm, John Lewis, 1878-1958",1913,HathiTrust,['Linguistic'],244182,23319069,,"Brumm, John Lewis,","Ann Arbor, Michigan.;G. Wahr;1913",s,1913,    ,1913,miu,,English literature;Secondary schools;Rhetoric;English language;Study and teaching,High school English;
mdp.39015070471597,mdp.39015070471597,mdp.39015070471597,"A plea for the study of historical English,","Snoddy, James Samuel",1905,HathiTrust,['Literary'],200726,15159840,,"Snoddy, James Samuel.","Missoula, Mont.;1905",s,1905,    ,1905,mtu,,English language;Study and teaching,A plea for the study of historical English
mdp.39015071117785,mdp.39015071117785,mdp.39015071117785,"On the limits of descriptive writing apropos of Lessing's Laocoon, by Frank Egbert Bryant ...","Bryant, Frank Egbert, 1877-1910",1906,HathiTrust,['Literary'],4159789,458943190,,"Bryant, Frank Egbert,",Ann Arbor;The Ann Arbor press;1906.,s,1906,    ,1906,miu,,"Early works to 1800;Description (Rhetoric);Lessing, Gotthold Ephraim;Ut pictura poesis (Aesthetics);Laokoon;1729-1781;Aesthetics","On the limits of descriptive writing apropos of Lessing's Laocoon, by Frank Egbert Bryant"
mdp.39015071589694,mdp.39015071589694,buckexpository,A course in expository writing.,"Buck, Gertrude, 1871-1922",1901,HathiTrust,['Linguistic'],3204630,37380962,,"Buck, Gertrude,",New York;H. Holt & co.;1901.,s,1901,    ,1901,nyu,,Exposition;Rhetoric,A course in expository writing
mdp.39015071613587,mdp.39015071613587,pattengillmanual,A manual of orthography and elementary sounds.,"Pattengill, Henry Romaine, 1852-1918",1901,HathiTrust,"['Linguistic', 'Word Lists']",3195786,37970278,,"Pattengill, Henry Romaine,","Lansing, Mich.;H.R. Pattengill, publisher;1901.",s,1901,    ,1901,miu,,Pronunciation;Orthography and spelling;English language,A manual of orthography and elementary sounds
mdp.39015071613611,mdp.39015071613611,pattengillmanual,A manual of orthography and elementary sounds.,"Pattengill, Helen Romaine, b. 1852",1912,HathiTrust,"['Linguistic', 'Word Lists']",3149442,17915814,,"Pattengill, Henry Romaine,","Lansing, Mich.;Pattengill;1912.",s,1912,    ,1912,miu,,Pronunciation;Orthography and spelling;English language,A manual of orthography and elementary sounds
mdp.39015071637248,mdp.39015071637248,mdp.39015071637248,"Studies by members of the Department of English, series number 2.",University of Wisconsin. Dept. of English,1920,HathiTrust,['Literary'],3937190,2575197,PN35.W65 no. 11,,Madison;1920.,s,1920,    ,1920,wiu,,"Middle English, 1100-1500;English literature;History and criticism;English language;Versification","Studies by members of the Department of English, series number 2"
mdp.39015071694215,mdp.39015071694215,scottlessons1,Lessons in English ...,"Scott, Fred Newton, 1860-1931",1906,HathiTrust,['Literary'],3937709,1813885,PE1111.S38,"Scott, Fred Newton,","Boston;New York, [etc.;B. H. Sanborn & co.;c1906",s,1906,    ,1906,mau,v.1,Grammar;English language,Lessons in English
mdp.39015071694223,mdp.39015071694223,scottlessons2,Lessons in English ...,"Scott, Fred Newton, 1860-1931",1906,HathiTrust,['Literary'],3937709,1813885,PE1111.S38,"Scott, Fred Newton,","Boston;New York, [etc.;B. H. Sanborn & co.;c1906",s,1906,    ,1906,mau,v.2,Grammar;English language,Lessons in English
mdp.39015071694231,mdp.39015071694231,scottlessons1,"Lessons in English,","Scott, Fred Newton, 1860-1931",1916,HathiTrust,['Literary'],3162874,17721116,PE1111.S38 1916,"Scott, Fred Newton,",Boston;New York [etc.;B.H. Sanborn and co.;1916.,s,1916,    ,1916,mau,v.1,Grammar;English language;Composition and exercises,Lessons in English
mdp.39015071694249,mdp.39015071694249,scottlessons2,"Lessons in English,","Scott, Fred Newton, 1860-1931",1916,HathiTrust,['Literary'],3162874,17721116,PE1111.S38 1916,"Scott, Fred Newton,",Boston;New York [etc.;B.H. Sanborn and co.;1916.,s,1916,    ,1916,mau,v.2,Grammar;English language;Composition and exercises,Lessons in English
mdp.39015071697879,mdp.39015071697879,mdp.39015071697879,English composition,"Brooks, Stratton D. (Stratton Duluth), 1869-1949",1911,HathiTrust,['Linguistic'],3162704,3082324,PE1408.B8 1911,"Brooks, Stratton D.",New York;American Book Company;c1911-12.,m,1911,1912,1911-1912,nyu,v.1,Rhetoric;English language,English composition
mdp.39015071698497,mdp.39015071698497,mdp.39015071698497,"Materials for the study of rhetoric and composition, :","Rankin, Thomas Ernest, 1872-1953",1911,HathiTrust,['Linguistic'],3317286,40725020,,"Rankin, Thomas Ernest,","Ann Arbor, Mich.;Sheehan & company;1911",s,1911,    ,1911,miu,,Rhetoric,Materials for the study of rhetoric and composition
mdp.39015071698901,mdp.39015071698901,mdp.39015071698901,The De compositione of Dionysius of Halicarnassus considered with reference to the Rhetoric of Aristotle.,"Breitenbach, Harold Prell, 1878-",1911,HathiTrust,['Literary'],3166254,4624905,PA3966.D4B6,"Breitenbach, Harold Prell,",Chicago;University of Chicago press;1911,s,1911,    ,1911,ilu,,Dionysius;of Halicarnassus;Aristotle;De compositione;Rhetoric,The De compositione of Dionysius of Halicarnassus considered with reference to the Rhetoric of Aristotle
mdp.39015073174263,mdp.39015073174263,mdp.39015073174263,The debate element in the Elizabethan drama,"Hanford, James Holly, 1882-",1913,HathiTrust,['Literary'],323156,13318068,,"Hanford, James Holly,",Boston;Ginn & co.;1913.,s,1913,    ,1913,mau,,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",The debate element in the Elizabethan drama
mdp.39015073736905,mdp.39015073736905,mdp.39015073736905,Alliteration in Italian ...,"Taylor, Robert Longley",1900,HathiTrust,['Literary'],1226653,4796052,PC1541.T2,"Taylor, Robert Longley.","New Haven;The Tuttle, Morehouse & Taylor company;1900.",s,1900,    ,1900,ctu,,Versification;Italian language;Alliteration,Alliteration in Italian
mdp.39015074792709,mdp.39015074792709,mdp.39015074792709,The phonology of Gallie clerical Latin after the 6th century...,"Rice, C.C.",1902,HathiTrust,['Linguistic'],1810810,23628527,,"Rice, C.C.","Cambridge, Mass.?;1902?",s,1902,    ,1902,mau,,,The phonology of Gallie clerical Latin after the 6th century
mdp.39015076738015,mdp.39015076738015,mdp.39015076738015,Time in English verse rhythm;,"Brown, Warner, 1882-1956",1908,HathiTrust,"['Literary', 'Original Bibliography']",200169,4620020,,"Brown, Warner,",New York;The Science press;1908.,s,1908,    ,1908,nyu,,Rhythm;English language,Time in English verse rhythm;
mdp.39015077952151,mdp.39015077952151,colvinjohn,John Keats :,"Colvin, Sidney, 1845-1927",1917,HathiTrust,"['Literary', 'Original Bibliography']",1112841,761777,PR4836.C5,"Colvin, Sidney,",London;Macmillan;1917.,s,1917,    ,1917,enk,,"1795-1821;IsBiographical;Keats, John",John Keats
mdp.39015078153791,mdp.39015078153791,wyldhistory,"A history of modern colloquial English,","Wyld, Henry Cecil Kennedy, 1870-1945",1920,HathiTrust,['Linguistic'],1770845,11051843,,"Wyld, Henry Cecil Kennedy,",New York;E. P. Dutton & Co.;1920.,s,1920,    ,1920,nyu,,Phonetics;History;Pronunciation;English language,A history of modern colloquial English
mdp.39015078153817-p164,mdp.39015078153817,mdp.39015078153817-p164,Lesser Verse Writers,"Saintsbury, George.",1913,HathiTrust,"['Literary', 'Original Bibliography']",1111830,5186868,PR83.C22,,New York;London;G. P. Putnam's sons;1907-17.,m,1907,1917,1907-17,nyu,v.9 1913,English literature;Bibliography;History and criticism,The Cambridge history of English literature
mdp.39015078721183,mdp.39015078721183,mdp.39015078721183,"A short history of English, with a bibliography of recent books on the subject, and lists of texts and editions,","Wyld, Henry Cecil Kennedy, 1870-1945",1915,HathiTrust,['Linguistic'],1770803,4159590,,"Wyld, Henry Cecil Kennedy,",New York;E.P. Dutton & co.;1915.,s,1915,    ,1915,nyu,,History;Phonology;English language,"A short history of English, with a bibliography of recent books on the subject, and lists of texts and editions"
mdp.39015081198726,mdp.39015081198726,havensinfluence,"The influence of Milton on English poetry,","Havens, Raymond Dexter, 1880-1954",1922,HathiTrust,"['Literary', 'Original Bibliography']",634490,360220,PR3588.H3,"Havens, Raymond Dexter,","Cambridge;Harvard university press;etc., etc.;1922.",s,1922,    ,1922,mau,,"1608-1674;Influence;History and criticism;Milton, John;English poetry",The influence of Milton on English poetry
mdp.39015081328455,mdp.39015081328455,hearnappreciations,"Appreciations of poetry,","Hearn, Lafcadio, 1850-1904",1916,HathiTrust,['Literary'],1016536,4749298,PR593.H4,"Hearn, Lafcadio,","New York;Dodd, Mead and company;1916.",s,1916,    ,1916,nyu,,English poetry;20th century;History and criticism;19th century,Appreciations of poetry
mdp.39015087701341-p1041,mdp.39015087701341,mdp.39015087701341-p1041,Verse,"Gosse, Edmund",1911,HathiTrust,"['Literary', 'Original Bibliography']",1461820,266598,AE5.E36,,"Cambridge, Eng.;New York;At the University press;1910-11.",m,1910,1911,1910-1911,enk,v.27,Encyclopedias and dictionaries,The encyclopædia britannica;
mdp.39076005073692,mdp.39076005073692,vizetellywords,Words we misspell :,"Vizetelly, Frank H., 1864-1938",1921,HathiTrust,"['Linguistic', 'Word Lists']",9927888,4351222,,"Vizetelly, Frank H.,",New York;Grosset & Dunlap;1921.,s,1921,    ,1921,nyu,,Orthography and spelling;English language,Words we misspell
mdp.39076005074740,mdp.39076005074740,mdp.39076005074740,"The singer and his art,","Wronski, Thaddeus",1921,HathiTrust,['Literary'],7650177,1473335,MT820.W96,"Wronski, Thaddeus.",New York [etc.;D. Appleton and company;1921., ,1921,    ,1921,nyu,,Singing;Theatrical makeup;Acting;Voice culture,The singer and his art
mdp.39076006139195,mdp.39076006139195,saintsburyshort,A short history of English literature.,"Saintsbury, George, 1845-1933",1913,HathiTrust,['Literary'],9913089,349053,,"Saintsbury, George,",London;Macmillan;1916., ,1913,    ,1916,enk,,English literature;History and criticism,A short history of English literature
mdp.39076006143007,mdp.39076006143007,mastermanage,"The age of Milton,","Masterman, John Howard Bertram, bishop of Plymouth, 1867-1933",1901,HathiTrust,['Literary'],9913130,1492099,PR435.M3,"Masterman, John Howard Bertram,",London;G. Bell and sons;1901., ,1901,    ,1901,enk,,"Early modern, 1500-1700;1608-1674;English literature;History and criticism;Milton, John",The age of Milton
mdp.39076006828268,mdp.39076006828268,mdp.39076006828268,Convention and revolt in poetry.,"Lowes, John Livingston, 1867-1945",1919,HathiTrust,"['Literary', 'Original Bibliography']",9917503,331417,,"Lowes, John Livingston,",Boston and New York;Houghton Mifflin company;c1919, ,1919,    ,1919,mau,,English poetry;Poetry;History and criticism,Convention and revolt in poetry
mdp.49015000372442,mdp.49015000372442,krapppronunciation,"The pronunciation of standard English in America,","Krapp, George Philip, 1872-1934",1919,HathiTrust,['Linguistic'],4419172,317120,,"Krapp, George Philip,",New York;Oxford University Press;1919.,s,1919,    ,1919,nyu,,United States;Pronunciation;English language,The pronunciation of standard English in America
mdp.49015000466566,mdp.49015000466566,gossesome,"Some diversions of a man of letters,","Gosse, Edmund, 1849-1928",1920,HathiTrust,['Literary'],4428617,663438778,PR99.G68 1919a,"Gosse, Edmund,",London;W. Heinemann;1920.,s,1920,    ,1920,enk,,"Poetry;English literature;History and criticism;American literature;World War, 1914-1918",Some diversions of a man of letters
mdp.49015000477258,mdp.49015000477258,saintsburyelizabethan,A history of Elizabethan literature.,"Saintsbury, George, 1845-1933",1912,HathiTrust,['Literary'],4429745,851569,,"Saintsbury, George,","London;New York;Macmillan;1912, 1891.",r,1912,1891,1912,nyu,,"Early modern, 1500-1700;English literature;History and criticism",A history of Elizabethan literature
mdp.49015000548769,mdp.49015000548769,brooketudor,Tudor drama;,"Brooke, Tucker, 1883-1946",1911,HathiTrust,['Literary'],4436914,537417,,"Brooke, Tucker,",Boston;Houghton Mifflin;1911,s,1911,    ,1911,mau,,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",Tudor drama;
mdp.49015000548876,mdp.49015000548876,schellingelizabethan1,"Elizabethan drama, 1558-1642;","Schelling, Felix Emmanuel, 1858-1945",1910,HathiTrust,['Literary'],4436927,14347693,PR651.S4,"Schelling, Felix Emmanuel,","Boston;New York;Houghton Mifflin;1908], 1910.",r,1910,1908,1908,nyu,v.1,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism","Elizabethan drama, 1558-1642;"
mdp.49015000751546,mdp.49015000751546,mdp.49015000751546,"The training of boys' voices,","Johnson, Claude Ellsworth",1906,HathiTrust,['Linguistic'],4457422,2594952,MT915.J66,"Johnson, Claude Ellsworth.","Boston;O. Ditson company;New York;C. H. Ditson & co.; [etc., etc.;c1906.",s,1906,    ,1906,mau,,Singing;Voice culture,The training of boys' voices
mdp.49015000806647,mdp.49015000806647,mdp.49015000806647,"Boccaccio and his imitators in German, English, French, Spanish and Italian literature; ""the Decameron""","Jones, Florence Nightingale",1910,HathiTrust,['Literary'],4462895,248876426,PQ4284.J6,"Jones, Florence Nightingale.",Chicago;The University of Chicago press;1910.,s,1910,    ,1910,ilu,,"Boccaccio, Giovanni;1818-1875","Boccaccio and his imitators in German, English, French, Spanish and Italian literature; ""the Decameron"""
miun.afe7024.0001.001,miun.afe7024.0001.001,miun.afe7024.0001.001,Greek influence on English poetry,"Collins, John Churton, 1848-1908",1910,HathiTrust,['Literary'],1222144,788517,PR127.C6,"Collins, John Churton,",London;I. Pitman;1910.,s,1910,    ,1910,enk,,Greek and English;English poetry;English and Greek;History and criticism;Comparative literature,Greek influence on English poetry
miun.afw4084.0001.001,miun.afw4084.0001.001,peerselizabethan,Elizabethan drama and its mad folk; :,"Peers, E. Allison (Edgar Allison), 1891-1952",1914,HathiTrust,['Literary'],1374683,1806039,PR658.M5P4,"Peers, E. Allison","Cambridge;W. Heffer and Sons, ltd.;1914.",s,1914,    ,1914,mau,,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism;Mental illness in literature",Elizabethan drama and its mad folk;
nc01.ark:/13960/t1hh7nb97,nc01.ark:/13960/t1hh7nb97,nc01.ark:/13960/t1hh7nb97,The model 20th century speaker :,,1902,HathiTrust,"['Linguistic', 'Typographically Unique']",12193151,7770265,,,S.l.;s.n.;c1902.,s,1902,    ,1902,xx ,,Recitations;Elocution,The model 20th century speaker
nc01.ark:/13960/t68350x1f,nc01.ark:/13960/t68350x1f,nc01.ark:/13960/t68350x1f,Elocutionary studies,,1903,HathiTrust,['Linguistic'],12193411,68572233,,,New York;Edgar S. Werner & Company;1903.,s,1903,    ,1903,nyu,30,Elocution,Elocutionary studies
njp.32101013516610,njp.32101013516610,njp.32101013516610,Specimens of the forms of discourse.,"Lewis, Edwin Herbert, 1866-1938",1900,HathiTrust,"['Linguistic', 'Literary']",7700412,319093,,"Lewis, Edwin Herbert,",New York;H. Holt and company;1900.,s,1900,    ,1900,nyu,,English literature;Rhetoric;English language,Specimens of the forms of discourse
njp.32101015143371,njp.32101015143371,wordsworthlyrical,"Lyrical ballads, 1798","Wordsworth, William, 1770-1850",1911,HathiTrust,['Literary'],7677533,14227915,,"Wordsworth, William,",London;H. Frowde;1911.,s,1911,    ,1911,enk,,"1772-1834;Coleridge, Samuel Taylor","Lyrical ballads, 1798"
njp.32101017209345,njp.32101017209345,njp.32101017209345,The English grammar;,"Jonson, Ben, 1573?-1637",1909,HathiTrust,['Linguistic'],1902892,317230,,"Jonson, Ben,",New York;Sturgis & Walton company;1909.,s,1909,    ,1909,nyu,,,The English grammar;
njp.32101021189756,njp.32101021189756,sonnenscheinnew,A new English grammar,"Sonnenschein, E. A. (Edward Adolf), 1851-1929",1916,HathiTrust,['Linguistic'],124288,4526942,,"Sonnenschein, Edward Adolf,",Oxford;The Clarendon press;1917.,s,1917,    ,1917,enk,pt. 1-3,Grammar;English language;Composition and exercises,A new English grammar based on the recommendations of the Joint committee on grammatical terminology
njp.32101023512898,njp.32101023512898,njp.32101023512898,Miscellanies.,"Swinburne, Algernon Charles, 1837-1909",1911,HathiTrust,['Literary'],8886969,361334,,"Swinburne, Algernon Charles,","London, Chatto & Windus;1911.",s,1911,    ,1911,xx ,,English poetry;1542-1587;History and criticism;Queen of Scots;Mary,Miscellanies
njp.32101032438754,njp.32101032438754,sweetprimerspoken,A primer of spoken English.,"Sweet, Henry, 1845-1912",1911,HathiTrust,"['Linguistic', 'Typographically Unique']",7674462,14958481,,"Sweet, Henry,",Oxford;Clarendon Press;1911.,s,1911,    ,1911,enk,,Pronunciation;Grammar;English language,A primer of spoken English
njp.32101036110953,njp.32101036110953,njp.32101036110953,"... The teaching of English in the universities of England,","Chambers, R. W. (Raymond Wilson), 1874-1942",1922,HathiTrust,['Linguistic'],8888853,1828677,PE1068.G5C5,"Chambers, R. W.",Oxford;Oxford university press;1922.,s,1922,    ,1922,enk,,England;English language;Study and teaching,The teaching of English in the universities of England
njp.32101037954649,njp.32101037954649,aldenenglish,English verse :,"Alden, Raymond Macdonald, 1873-1924, ed",1904,HathiTrust,['Literary'],8888984,35651717,,"Alden, Raymond Macdonald,","New York;H. Holt and Company;1904, c1903.",t,1904,1903,1904,nyu,,Versification;English language;English poetry,English verse
njp.32101037975784,njp.32101037975784,wyldhistorical,The historical study of the mother tongue :,"Wyld, Henry Cecil, 1870-1945",1906,HathiTrust,['Linguistic'],8889019,317077,PE1075.W8,"Wyld, Henry Cecil,",New York;E.P. Dutton and company;1906.,s,1906,    ,1906,nyu,,History;English language,The historical study of the mother tongue
njp.32101041259639,njp.32101041259639,canbyenglish,"English composition in theory and practice,","Canby, Henry Seidel, 1878-1961",1921,HathiTrust,['Linguistic'],8889781,2620001,,"Canby, Henry Seidel,",New York;The Macmillan company;1921.,s,1921,    ,1921,nyu,,Exposition (Rhetoric);Description (Rhetoric);Narration (Rhetoric);English language;Composition and exercises,English composition in theory and practice
njp.32101042221554,njp.32101042221554,mackeypronunciation,"The pronunciation of 10,000 proper names, giving famous geographical and biographical names, names of books, works of art, characters in fiction, foreign titles, etc.","Mackey, Mary Stuart",1922,HathiTrust,['Word Lists'],1183051,1449457,PE1137.M5 1922,"Mackey, Mary Stuart.","New York;Dodd, Mead and company;1922.",s,1922,    ,1922,nyu,,Pronunciation;English language,"The pronunciation of 10,000 proper names, giving famous geographical and biographical names, names of books, works of art, characters in fiction, foreign titles, etc"
njp.32101042221562,njp.32101042221562,njp.32101042221562,Eighteen thousand words often mispronounced.,"Phyfe, William Henry Pinkney, 1855-1915",1914,HathiTrust,['Word Lists'],8890674,970340,PE1137.P56 1914,"Phyfe, William Henry Pinkney,",New York;London;G.P. Putnam's Sons;1914.,s,1914,    ,1914,nyu,,Dictionaries;Pronunciation;English language,Eighteen thousand words often mispronounced
njp.32101042685337,njp.32101042685337,njp.32101042685337,Wordsworth and Tolstoi and other papers,"Guthrie, Anna Maria Bruce",1922,HathiTrust,['Literary'],7699348,2561652,,"Guthrie, Anna Maria Bruce.",Edinburgh;Privately printed by T. and A. Constable;1922.,s,1922,    ,1922,stk,,"English poetry;Tolstoy, Leo;1828-1910;History and criticism;Rhythm;Criticism and interpretation;graf",Wordsworth and Tolstoi and other papers
njp.32101047243116,njp.32101047243116,soamesintroduction,"Introduction to English, French and German phonetics,","Soames, Laura, 1840-1895",1908,HathiTrust,"['Linguistic', 'Typographically Unique']",8895507,4091476,PB77.S7,"Soames, Laura,","London;S. Sonnenschein & Co., Lim.;New York;The Macmillan Co.;1908.",s,1908,    ,1908,enk,,Phonetics,"Introduction to English, French and German phonetics"
njp.32101054846637,njp.32101054846637,njp.32101054846637,'Logaoedic' metre in Greek comedy.,"White, John Williams, 1849-1917",1907,HathiTrust,['Literary'],8900725,6550406,,"White, John Williams,",n.p.;1907.,s,1907,    ,1907,xx ,,Greek language;Metrics and rhythmics,'Logaoedic' metre in Greek comedy
njp.32101056308727,njp.32101056308727,njp.32101056308727,"The old-Latin and old-Irish monuments of verse,","Fitz-Hugh, Thomas, b. 1862",1920,HathiTrust,"['Linguistic', 'Literary']",7687376,4893420,PA2338.F59,"Fitz-Hugh, Thomas,","Charlottesville, Va.;Anderson brothers, University of Virginia;c1920",s,1920,    ,1920,xx ,,Metrics and rhythmics;Irish language;Latin language;Versification,The old-Latin and old-Irish monuments of verse
njp.32101056308735,njp.32101056308735,njp.32101056308735,"Indoeuropean rhythm,","Fitz-Hugh, Thomas, 1862-",1912,HathiTrust,['Literary'],1689988,4893384,,"Fitz-Hugh, Thomas,","Charlottesville, Va.;Anderson brothers;c1912",s,1912,    ,1912,vau,,Indo-European languages;Metrics and rhythmics;Latin language,Indoeuropean rhythm
njp.32101061550792,njp.32101061550792,saintsburycriticism1,A history of criticism and literary taste in Europe from the earliest texts to the present day,"Saintsbury, George, 1845-1933",1900,HathiTrust,['Literary'],8915511,777059480,PN86.S3,"Saintsbury, George,",Edinburgh;London;W. Blackwood and sons;1900-04.,m,1900,1904,1900-1904,stk,v.1,,A history of criticism and literary taste in Europe from the earliest texts to the present day
njp.32101061559967,njp.32101061559967,njp.32101061559967,"Poetry and commonplace,","Bailey, John Cann, 1864-1931",1919,HathiTrust,['Literary'],1907522,3325099,,"Bailey, John Cann,","London;Pub. for the British academy, by H. Milford, Oxford university press;1919",s,1919,    ,1919,enk,,English poetry;History and criticism;Poetry,Poetry and commonplace
njp.32101063584153,njp.32101063584153,njp.32101063584153,A well-planned course in reading with elocutionary advice;,"Le Row, Caroline B. (Caroline Bigelow), b. 1843",1901,HathiTrust,"['Linguistic', 'Literary']",8916778,6741025,PN4201.L53,"Le Row, Caroline B.",New York city;Hinds & Noble;c1901.,s,1901,    ,1901,nyu,,Recitations;Elocution,A well-planned course in reading with elocutionary advice;
njp.32101063584427,njp.32101063584427,njp.32101063584427,"The rhetoric of oratory,","Shurter, Edwin Du Bois, 1863-1946",1909,HathiTrust,['Linguistic'],6507360,1359748,PN4121.S46,"Shurter, Edwin Du Bois,",New York;Macmillan;1909.,s,1909,    ,1909,xx ,,Rhetoric;Oratory;English language,The rhetoric of oratory
njp.32101063604985,njp.32101063604985,njp.32101063604985,The pronunciation of English :,"Jones, Daniel, 1881-1967",1909,HathiTrust,"['Literary', 'Original Bibliography']",1441325,4049837,PE1135.J7,"Jones, Daniel,",Cambridge;The University press;1909.,s,1909,    ,1909,xx ,,Phonetics;Pronunciation;English language,The pronunciation of English
njp.32101063970576,njp.32101063970576,njp.32101063970576,"Anniversary papers by colleagues and pupils of George Lyman Kittredge,",,1913,HathiTrust,"['Literary', 'Original Bibliography']",8919079,633761,P26.K5A6,,Boston and London;Ginn;1913.,s,1913,    ,1913,mau,,"Kittredge, George Lyman;1860-1941;Collections;Philology;Literature",Anniversary papers by colleagues and pupils of George Lyman Kittredge
njp.32101064225681,njp.32101064225681,njp.32101064225681,"The three literary letters (Ep. ad Ammaeum I, Ep. ad Pompeium, Ep. ad Ammaeum II) :","Dionysius, of Halicarnassus",1901,HathiTrust,['Literary'],8881618,4081458,PA3966.E6 1901,"Dionysius,",Cambridge;University Press;1901.,s,1901,    ,1901,enk,,Greek literature;History and criticism;Rhetoric;Criticism and interpretation;of Halicarnassus;Dionysius,"The three literary letters (Ep. ad Ammaeum I, Ep. ad Pompeium, Ep. ad Ammaeum II)"
njp.32101064789371,njp.32101064789371,njp.32101064789371,"Dramatic essays,","Dryden, John, 1631-1700",1912,HathiTrust,['Linguistic'],8896408,378236,,"Dryden, John,","London;& Toronto;J.M. Dent & sons, ltd.;New York;E.P. Dutton & co.;1912",s,1912,    ,1912,enk,,Criticism;Early works to 1800;History and criticism;Drama;Poetry,Dramatic essays
njp.32101065677609,njp.32101065677609,njp.32101065677609,The tenor voice and its training ...,"Palmer, Edward Davidson",1900,HathiTrust,['Linguistic'],9246617,40933548,,"Palmer, Edward Davidson.",London;Williams;190-?,s,190u,    ,"<estimate=""[190-?]"">",enk,,Singing;Voice culture,The tenor voice and its training
njp.32101065845495,njp.32101065845495,njp.32101065845495,"Songs of the Ridings,","Moorman, F. W. (Frederic William), 1872-1919",1918,HathiTrust,['Linguistic'],7667366,9548994,PR6025.O6S6 1918,"Moorman, F. W.",London;E. Mathews;1918.,s,1918,    ,1918,enk,,Dialects;Yorkshire (England);Poetry;English literature;English language;England;Yorkshire,Songs of the Ridings
njp.32101066015619,njp.32101066015619,njp.32101066015619,The theory of the heroic epic in Italian criticism of the sixteenth century ...,"Williams, Ralph Coplestone, 1887-",1921,HathiTrust,['Literary'],1899976,23641129,,"Williams, Ralph Coplestone,",Baltimore;1921,s,1921,    ,1921,mdu,,Italian poetry;Criticism;Epic poetry;History and criticism;16th century,The theory of the heroic epic in Italian criticism of the sixteenth century
njp.32101066163377,njp.32101066163377,njp.32101066163377,Teacher's manual to accompany Inductive lessons in rhetoric,"Lewis, Francis Warner, 1822-1913",1900,HathiTrust,['Linguistic'],8926151,22941676,PE1408.L552,"Lewis, Francis Warner,",Boston;D. C. Heath & Co.;1900.,s,1900,    ,1900,mau,,Rhetoric;English language,Teacher's manual to accompany Inductive lessons in rhetoric
njp.32101067174423,njp.32101067174423,njp.32101067174423,"The complete works of William Shakespeare,","Shakespeare, William, 1564-1616",1901,HathiTrust,['Literary'],8956188,3868011,PR2754.U6,"Shakespeare, William,",New York;University Society;1901.,s,1901,    ,1901,nyu,,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism",The complete works of William Shakespeare
