ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections,recordid,oclc,locnum,author,imprint,datetype,startdate,enddate,imprintdate,place,enumcron,subjects,title
hvd.hn1ky1,hvd.hn1ky1,greymemoria,"Memoria technica, or, A new method of artificial memory, :","Grey, Richard, 1694-1771",1799,HathiTrust,"['Linguistic', 'Literary']",9711520,19454798,,"Grey, Richard,","London;Printed for W. Lowndes, no.76, Fleet Street; sold by;G. Sael, 192, Strand;T. Hurst, 32, and;J. Wallis, 46, Pater-Noster Row.;1799.",s,1799,    ,1799,enk,,Mnemonics,"Memoria technica, or, A new method of artificial memory"
hvd.hn2ghn,hvd.hn2ghn,hvd.hn2ghn,Sheridan's and Henderson's practical method of reading and reciting English poetry :,,1796,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']",9709197,7879351,PN4105.S63,,"London;E. Newbery, 1796.",s,1796,    ,1796,enk,,Elocution,Sheridan's and Henderson's practical method of reading and reciting English poetry
hvd.hxjgch,hvd.hxjgch,sheridandiscourse,"A discourse delivered in the Theatre at Oxford, in the Senate-house at Cambridge, and at Spring-garden in London","Sheridan, Thomas, 1719-1788",1759,HathiTrust,['Literary'],9709201,15522410,,"Sheridan, Thomas,",London;Printed for A. Millar ... J. Rivington and J. Fletcher ... J. Dodsley ... and sold by J. Wilkie ...;1759.,s,1759,    ,1759,enk,,Elocution,"A discourse delivered in the Theatre at Oxford, in the Senate-house at Cambridge, and at Spring-garden in London"
hvd.hxkcgn,hvd.hxkcgn,hvd.hxkcgn,A dictionary of the English language:,"Johnson, Samuel, 1709-1784",1773,HathiTrust,"['Dictionaries', 'Literary']",9706179,5858828,,"Johnson, Samuel,","London;Printed for W. Strahan; J. and F. Rivington; J. Hinton; T. Davies; Hawes, Clarke, and Collins; R. Horsefield; W. Johnston; W. Owen; T. Lowndes; T. Caslon; S. Crowder; T. Longman; B. Law; Beckett, and De Hondt; E. and C. Dilly; J. Dodsley; W. Nicoll; W. Griffin; G. Robinson; T. Cadell; J. Knox; Almon; W. Goldsmith; J. and J. Ridley;1773.",s,1773,    ,1773,enk,,Dictionaries;English language,A dictionary of the English language
mdp.39015003296970,mdp.39015003296970,monboddoorigin5,Of the origin and progress of language.,"Monboddo, James Burnett, Lord, 1714-1799",1774,HathiTrust,"['Literary', 'Original Bibliography']",1434875,1908581,P101.M55,"Monboddo, James Burnett,","Edinburgh;J. Balfour;[etc., etc.;1774-92.",m,1774,1792,1774-1792,stk,v.5,Language and languages,Of the origin and progress of language
mdp.39015003296996,mdp.39015003296996,monboddoorigin6,Of the origin and progress of language.,"Monboddo, James Burnett, Lord, 1714-1799",1774,HathiTrust,"['Literary', 'Original Bibliography']",1434875,1908581,P101.M55,"Monboddo, James Burnett,","Edinburgh;J. Balfour;[etc., etc.;1774-92.",m,1774,1792,1774-1792,stk,v.6,Language and languages,Of the origin and progress of language
mdp.39015003297200,mdp.39015003297200,monboddoorigin1,Of the origin and progress of language.,"Monboddo, James Burnett, Lord, 1714-1799",1774,HathiTrust,"['Literary', 'Original Bibliography']",1434875,1908581,P101.M55,"Monboddo, James Burnett,","Edinburgh;J. Balfour;[etc., etc.;1774-92.",m,1774,1792,1774-1792,stk,v.1,Language and languages,Of the origin and progress of language
mdp.39015003297226,mdp.39015003297226,monboddoorigin2,Of the origin and progress of language.,"Monboddo, James Burnett, Lord, 1714-1799",1774,HathiTrust,"['Literary', 'Original Bibliography']",1434875,1908581,P101.M55,"Monboddo, James Burnett,","Edinburgh;J. Balfour;[etc., etc.;1774-92.",m,1774,1792,1774-1792,stk,v.2,Language and languages,Of the origin and progress of language
mdp.39015003297242,mdp.39015003297242,monboddoorigin3,Of the origin and progress of language.,"Monboddo, James Burnett, Lord, 1714-1799",1774,HathiTrust,"['Literary', 'Original Bibliography']",1434875,1908581,P101.M55,"Monboddo, James Burnett,","Edinburgh;J. Balfour;[etc., etc.;1774-92.",m,1774,1792,1774-1792,stk,v.3,Language and languages,Of the origin and progress of language
mdp.39015003297267,mdp.39015003297267,monboddoorigin4,Of the origin and progress of language.,"Monboddo, James Burnett, Lord, 1714-1799",1774,HathiTrust,"['Literary', 'Original Bibliography']",1434875,1908581,P101.M55,"Monboddo, James Burnett,","Edinburgh;J. Balfour;[etc., etc.;1774-92.",m,1774,1792,1774-1792,stk,v.4,Language and languages,Of the origin and progress of language
mdp.39015009128953,mdp.39015009128953,kameselements2v1,Elements of criticism.,"Kames, Henry Home, Lord, 1696-1782",1788,HathiTrust,"['Linguistic', 'Literary']",1899074,7347309,,"Kames, Henry Home,","Edinburgh;Printed for J. Bell and W. Creech; etc., etc.;1788.",s,1788,    ,1788,stk,v.1,"Criticism;Style, Literary",Elements of criticism
mdp.39015009136568,mdp.39015009136568,kameselements2v2,Elements of criticism.,"Kames, Henry Home, Lord, 1696-1782",1788,HathiTrust,"['Linguistic', 'Literary']",1899074,7347309,,"Kames, Henry Home,","Edinburgh;Printed for J. Bell and W. Creech; etc., etc.;1788.",s,1788,    ,1788,stk,v.2,"Criticism;Style, Literary",Elements of criticism
mdp.39015010964388,mdp.39015010964388,mdp.39015010964388,Poems on several occasions.,"Wesley, Samuel, 1691-1739",1736,HathiTrust,['Literary'],324543,2024152,PR3763.W6 1736,"Wesley, Samuel,","London;Printed for the author by E. Say, sold by S. Birt;1736.",s,1736,    ,1736,enk,,,Poems on several occasions
mdp.39015011025973,mdp.39015011025973,mdp.39015011025973,An essay towards an history of the English tongue,"Free, John, b. 1712?",1788,HathiTrust,['Literary'],2903268,10690280,PE1075.F7,"Free, John,","London;Printed for the author, and sold by W. Brown [and 2 others;1788.",s,1788,    ,1788,enk,,History;English language,An essay towards an history of the English tongue
mdp.39015016748504,mdp.39015016748504,byssheartBV,The art of English poetry containing,"Bysshe, Edward, fl. 1702-1712",1710,HathiTrust,['Literary'],1907548,23622041,,"Bysshe, Edward,",London;Printed for S. Buckley;1710.,s,1710,    ,1710,enk,,"Versification;Quotations, English;English language",The art of English poetry containing
mdp.39015016768692,mdp.39015016768692,mdp.39015016768692,The poetical works of Mr. Samuel Daniel ...,"Daniel, Samuel, 1562-1619",1718,HathiTrust,['Uncategorized'],286729,63921177,,"Daniel, Samuel,",London;Printed for R. Gosling [etc.;1718.,s,1718,    ,1718,enk,v.1,,The poetical works of Mr. Samuel Daniel
mdp.39015016768692-p1,mdp.39015016768692,mdp.39015016768692-p1,"A Defence of Rhime, Against a Pamphlet, Entitled, Observations in the Art of English Poesy.","Daniel, Samuel, 1562-1619",1717,HathiTrust,['Literary'],286729,63921177,,"Daniel, Samuel,",London;Printed for R. Gosling [etc.;1718.,s,1718,    ,1718,enk,v.1,,The poetical works of Mr. Samuel Daniel
mdp.39015022469087-p106,mdp.39015022469087,mdp.39015022469087-p106,Of Versification,"Pemberton, Henry.",1738,HathiTrust,"['Literary', 'Original Bibliography']",1463202,10102008,PN1031.P4,"Pemberton, Henry,",London;Brotherton [etc.;1738.,s,1738,    ,1738,enk,,"1712-1785;Early works to 1800;Glover, Richard;Poetry;Epic poetry;Leonidas","Observations on poetry, especially the epic;"
mdp.39015023566352,mdp.39015023566352,mdp.39015023566352,"The history of England, from the accession of James I. to that of the Brunswick line,","Macaulay, Catharine, 1731-1791",1763,HathiTrust,['Literary'],108688,7561382,Da375.M213,"Macaulay, Catharine,",London;J. Nourse [etc.;1763-83.,m,1763,1783,1763-1783,enk,v.6,"History;Stuarts, 1603-1714;Great Britain","The history of England, from the accession of James I. to that of the Brunswick line"
mdp.39015023566378,mdp.39015023566378,mdp.39015023566378,"The history of England, from the accession of James I. to that of the Brunswick line,","Macaulay, Catharine, 1731-1791",1763,HathiTrust,['Literary'],108688,7561382,Da375.M213,"Macaulay, Catharine,",London;J. Nourse [etc.;1763-83.,m,1763,1783,1763-1783,enk,v.8,"History;Stuarts, 1603-1714;Great Britain","The history of England, from the accession of James I. to that of the Brunswick line"
mdp.39015027522872,mdp.39015027522872,webbremarks,Remarks on the beauties of poetry.,"Webb, Daniel, 1718 or 19-1798",1762,HathiTrust,"['Literary', 'Original Bibliography']",1899969,4323921,,"Webb, Daniel,",London;Printed for R. and J. Dodsley;1762.,s,1762,    ,1762,enk,,Poetry,Remarks on the beauties of poetry
mdp.39015027523169,mdp.39015027523169,mdp.39015027523169,"An essay upon pronunciation and gesture, founded upon the best rules and authorities of the ancients, ecclesiastical and civil, and adorned with the finest rules of elocution.","Henley, John, 1692-1756",1750,HathiTrust,"['Linguistic', 'Literary']",1900893,23641542,,"Henley, John,",London;Printed for C.Hitch;1750.,s,1750,    ,1750,enk,,Elocution,"An essay upon pronunciation and gesture, founded upon the best rules and authorities of the ancients, ecclesiastical and civil, and adorned with the finest rules of elocution"
mdp.39015030924958,mdp.39015030924958,mdp.39015030924958,"A grammar of the English tongue: with the arts of logick, rhetorick, poetry, &c. illustrated with useful notes; giving the grounds and reasons of grammar in general.","Brightland, John, d. 1717",1759,HathiTrust,"['Linguistic', 'Literary']",2240475,39261947,,"Brightland, John,",London;Printed for J. Rivington and J. Fletcher;1759.,s,1759,    ,1759,enk,,Grammar;English language,"A grammar of the English tongue: with the arts of logick, rhetorick, poetry, &c. illustrated with useful notes; giving the grounds and reasons of grammar in general"
mdp.39015031014627,mdp.39015031014627,holmesart,The art of rhetoric made easy:,"Holmes, John, master of Holt grammar school",1739,HathiTrust,"['Linguistic', 'Literary']",1436172,23646308,PN173.H6,"Holmes, John,",London;Printed by A. Parker;1739.,s,1739,    ,1739,enk,,Oratory;Rhetoric,The art of rhetoric made easy
mdp.39015031594768,mdp.39015031594768,gildoncomplete1,The complete art of poetry ...,"Gildon, Charles, 1665-1724",1718,HathiTrust,"['Literary', 'Original Bibliography']",1907588,38699017,,"Gildon, Charles,",London;Printed for C. Rivington;1718.,s,1718,    ,1718,enk,v.1,Poetics,The complete art of poetry
mdp.39015031594776,mdp.39015031594776,mdp.39015031594776,The complete art of poetry ...,"Gildon, Charles, 1665-1724",1718,HathiTrust,"['Literary', 'Original Bibliography']",1907588,38699017,,"Gildon, Charles,",London;Printed for C. Rivington;1718.,s,1718,    ,1718,enk,v.2,Poetics,The complete art of poetry
mdp.39015037316166,mdp.39015037316166,greenwoodroyal,The royal English grammar :,"Greenwood, James, d. 1737",1737,HathiTrust,['Linguistic'],3050854,34698278,,"Greenwood, James,",London;J. Nourse;1737.,s,1737,    ,1737,enk,,Grammar;English language,The royal English grammar
mdp.39015037316273,mdp.39015037316273,mdp.39015037316273,A short grammar for the English tongue :,"Turner, W. (William), fl. 1687-1701",1710,HathiTrust,['Linguistic'],3047198,3925750,,"Turner, W.",London;Printed and sold by J. Downing;1710.,s,1710,    ,1710,enk,,Textbooks;Grammar;English language,A short grammar for the English tongue
mdp.39015039305654,mdp.39015039305654,manwaringharmony,"Of harmony and numbers,","Manwaring, Edward",1744,HathiTrust,"['Literary', 'Original Bibliography']",201399,13193373,,"Manwaring, Edward.",London;Printed for M. Cooper;1744.,s,1744,    ,1744,enk,,Metrics and rhythmics;Latin language;Rhythm;English language,Of harmony and numbers
mdp.39015039583698,mdp.39015039583698,lowthshort,A short introduction to English grammar:,"Lowth, Robert, 1710-1787",1763,HathiTrust,['Linguistic'],157136,3620303,,"Lowth, Robert,","London;Printed for A. Millar, and R. and J. Dodsley;1763.",s,1763,    ,1763,enk,,Grammar;English language,A short introduction to English grammar
mdp.39015050669046,mdp.39015050669046,masonnumbers,"An essay on the power of numbers, and the principles of harmony in poetical compositions.","Mason, John, 1706-1763",1761,HathiTrust,['Literary'],200115,23646417,,"Mason, John,",London;Printed by J. Buckland and J. Waugh;1761.,s,1761,    ,1761,enk,,Versification;English language,"An essay on the power of numbers, and the principles of harmony in poetical compositions"
mdp.39015056583944,mdp.39015056583944,mdp.39015056583944,The art of delivering written language.,"Cockin, William, 1736-1801",1775,HathiTrust,['Linguistic'],1438394,4245309,PN4105.C6,"Cockin, William,",London;Printed by H. Hughs for J. Dodsley;1775.,s,1775,    ,1775,enk,,Reading,The art of delivering written language
mdp.39015058690085,mdp.39015058690085,greenwoodessay,"An essay towards a practical English grammar,","Greenwood, James, d. 1737",1753,HathiTrust,['Linguistic'],157122,23627927,,"Greenwood, James,",London;J. Nourse;1753.,s,1753,    ,1753,enk,,Grammar;English language,An essay towards a practical English grammar
mdp.39015058694996,mdp.39015058694996,gibbonsrhetoric,Rhetoric :,"Gibbons, Thomas, 1720-1785",1767,HathiTrust,"['Linguistic', 'Literary']",1436151,6514102,PE1445.A2G45,"Gibbons, Thomas,","London;Printed by J. and W. Oliver in Bartholomew-Close and sold by James Buckland and John Payne, both in Pater-Noster-Row;1767.",s,1767,    ,1767,enk,,Rhetoric;English language,Rhetoric
mdp.39015059375686,mdp.39015059375686,masonharmony,An essay on the power and harmony of prosaic numbers;,"Mason, John, 1706-1763",1749,HathiTrust,"['Literary', 'Original Bibliography']",200109,4044273,PE105.M3,"Mason, John,","London;Printed by J.Waugh, for M.Cooper;1749.",s,1749,    ,1749,enk,,Style;English language,An essay on the power and harmony of prosaic numbers;
mdp.39015059409386,mdp.39015059409386,mdp.39015059409386,"A treatise of English particles,","Walker, William, 1623-1684",1706,HathiTrust,['Linguistic'],284332,13598169,,"Walker, William,",London;Printed by J.H. for E. Pawlett;1706.,s,1706,    ,1706,enk,,"Particles;Idioms, corrections, errors;Latin language;Grammar;English language",A treatise of English particles
mdp.39015059409402,mdp.39015059409402,byssheart1,The art of English poetry.,"Bysshe, Edward, fl. 1702-1712",1762,HathiTrust,"['Literary', 'Word Lists']",1371400,23628082,PN6082.B9 1762,"Bysshe, Edward,",London;Hitch and Hawes [etc.;1762.,s,1762,    ,1762,enk,v.1,"Versification;Quotations, English;English language",The art of English poetry
mdp.39015059409410,mdp.39015059409410,byssheart2,The art of English poetry.,"Bysshe, Edward, fl. 1702-1712",1762,HathiTrust,"['Literary', 'Word Lists']",1371400,23628082,PN6082.B9 1762,"Bysshe, Edward,",London;Hitch and Hawes [etc.;1762.,s,1762,    ,1762,enk,v.2,"Versification;Quotations, English;English language",The art of English poetry
mdp.39015059896285-p79,mdp.39015059896285,mdp.39015059896285-p79,Poetry,"Bayly, AnselmMatthew, James E.",1789,HathiTrust,"['Literary', 'Original Bibliography']",1436376,5861642,PN1066.B3,"Bayly, Anselm,",London;Printed for John Stockdale;1789.,s,1789,    ,1789,enk,,Music theory;Music and literature;Early works to 1800;Poetry;Oratory,"The alliance of musick, poetry and oratory"
mdp.39015061869049,mdp.39015061869049,percyreliques1,"Reliques of ancient English poetry,","Percy, Thomas, 1729-1811",1794,HathiTrust,['Literary'],4974457,2305010,,,"London;Printed by J. Nichols, for F. and C. Rivington;1794.",s,1794,    ,1794,enk,v.1,"English poetry;Ballads, English;Minstrels;Early modern, 1500-1700;History and criticism;Romances, English",Reliques of ancient English poetry
mdp.39015061869056,mdp.39015061869056,percyreliques2,"Reliques of ancient English poetry,","Percy, Thomas, 1729-1811",1794,HathiTrust,['Literary'],4974457,2305010,,,"London;Printed by J. Nichols, for F. and C. Rivington;1794.",s,1794,    ,1794,enk,v.2,"English poetry;Ballads, English;Minstrels;Early modern, 1500-1700;History and criticism;Romances, English",Reliques of ancient English poetry
mdp.39015061869064,mdp.39015061869064,percyreliques3,"Reliques of ancient English poetry,","Percy, Thomas, 1729-1811",1794,HathiTrust,['Literary'],4974457,2305010,,,"London;Printed by J. Nichols, for F. and C. Rivington;1794.",s,1794,    ,1794,enk,v.3,"English poetry;Ballads, English;Minstrels;Early modern, 1500-1700;History and criticism;Romances, English",Reliques of ancient English poetry
mdp.39015063554409,mdp.39015063554409,mdp.39015063554409,The lives of the most eminent English poets;,"Johnson, Samuel, 1709-1784",1794,HathiTrust,['Literary'],590042,8463200,,"Johnson, Samuel,",London;Printed for T. Longman [etc.;1794.,s,1794,    ,1794,enk,v.4,"Early modern, 1500-1700;English poetry;Poets, English;History and criticism;18th century",The lives of the most eminent English poets;
mdp.39015063554557,mdp.39015063554557,mdp.39015063554557,The lives of the most eminent English poets;,"Johnson, Samuel, 1709-1784",1794,HathiTrust,['Literary'],590042,8463200,,"Johnson, Samuel,",London;Printed for T. Longman [etc.;1794.,s,1794,    ,1794,enk,v.2,"Early modern, 1500-1700;English poetry;Poets, English;History and criticism;18th century",The lives of the most eminent English poets;
mdp.39015063554706,mdp.39015063554706,mdp.39015063554706,The lives of the most eminent English poets;,"Johnson, Samuel, 1709-1784",1794,HathiTrust,['Literary'],590042,8463200,,"Johnson, Samuel,",London;Printed for T. Longman [etc.;1794.,s,1794,    ,1794,enk,v.3,"Early modern, 1500-1700;English poetry;Poets, English;History and criticism;18th century",The lives of the most eminent English poets;
mdp.39015063930591,mdp.39015063930591,greymemoria,Memoria technica:,"Grey, Richard, 1694-1771",1732,HathiTrust,"['Literary', 'Typographically Unique']",382581,13188862,BF383.G8 1732,"Grey, Richard,",London;Printed for Charles King [etc.;1732.,s,1732,    ,1732,enk,,Mnemonics;Early works to 1850,Memoria technica
mdp.39015063943602,mdp.39015063943602,mdp.39015063943602,Critical reflections on the old English dramatick writers;,"Colman, George, 1732-1794",1761,HathiTrust,['Literary'],322513,11714684,,"Colman, George,",London;Printed for T. Davies [etc.;1761.,s,1761,    ,1761,enk,,"1583-1640;English drama;Early modern and Elizabethan, 1500-1600;History and criticism;Massinger, Philip",Critical reflections on the old English dramatick writers;
mdp.39015065928775,mdp.39015065928775,farroeroyal,The royal universal British grammar and vocabulary.,"Farroe, D. (Daniel)",1754,HathiTrust,['Linguistic'],1902837,23616001,,"Farroe, D.",London;Printed for the author [etc.;1754.,s,1754,    ,1754,enk,,Grammar;English language,The royal universal British grammar and vocabulary
mdp.39015066625602,mdp.39015066625602,mdp.39015066625602,"England's perfect school-master. Or, Directions for exact spelling, reading, and writing.","Strong, Nathaniel",1706,HathiTrust,"['Linguistic', 'Typographically Unique']",1903081,23616404,,"Strong, Nathaniel.",London;Printed by T. W. for B. Billingsly;1706.,s,1706,    ,1706,enk,,Orthography and spelling;English language,"England's perfect school-master. Or, Directions for exact spelling, reading, and writing"
mdp.39015067293749,mdp.39015067293749,saypoems,Poems on several occasions:,"Say, Samuel, 1676-1743",1745,HathiTrust,"['Literary', 'Original Bibliography']",780042,6701258,,"Say, Samuel,",London;Printed by J. Hughes;1745.,s,1745,    ,1745,enk,,,Poems on several occasions
mdp.39015070462208,mdp.39015070462208,nevecursory,"Cursory remarks on some of the ancient English poets, particularly Milton ...","Neve, Philip",1789,HathiTrust,['Literary'],157644,335500,PR501.N6,"Neve, Philip.",London;Priv. print.;1789.,s,1789,    ,1789,enk,,"1608-1674;History and criticism;Milton, John;English poetry","Cursory remarks on some of the ancient English poets, particularly Milton"
mdp.39015070645125,mdp.39015070645125,mdp.39015070645125,A practical treatise on singing and playing with just expression and real elegance.,"Bayly, Anselm, d. 1794",1771,HathiTrust,"['Linguistic', 'Literary']",1461299,22219644,,"Bayly, Anselm,",London;J. Ridley;1771.,s,1771,    ,1771,enk,,Singing;Pronunciation;English language,A practical treatise on singing and playing with just expression and real elegance
mdp.39015082006209,mdp.39015082006209,beattieessaysnature,"Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the utility of classical learning.","Beattie, James, 1735-1803",1777,HathiTrust,['Literary'],1915576,23632104,,"Beattie, James,",Edinburgh;Printed for the author;1777.,s,1777,    ,1777,stk,,"Music, Influence of;Laughter;Classical education;Truth;Poetry","Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the utility of classical learning"
mdp.39076006597962,mdp.39076006597962,mdp.39076006597962,The lives of the most eminent English poets;,"Johnson, Samuel, 1709-1784",1794,HathiTrust,['Literary'],590042,8463200,,"Johnson, Samuel,",London;Printed for T. Longman [etc.;1794.,s,1794,    ,1794,enk,v.1,"Early modern, 1500-1700;English poetry;Poets, English;History and criticism;18th century",The lives of the most eminent English poets;
njp.32101036892121,njp.32101036892121,njp.32101036892121,The authors :,"Hayes, Daniel, 1733?-1767",1766,HathiTrust,['Literary'],9471209,7658119,PR3506.H88A8,"Hayes, Daniel,",London;Printed for W. Griffin ...;1766.,s,1766,    ,1766,enk,,English poetry;History and criticism;18th century,The authors
njp.32101037023239-pv,njp.32101037023239,njp.32101037023239-pv,Prosodical Grammar,"Sheridan, Thomas.",1789,HathiTrust,"['Dictionaries', 'Original Bibliography', 'Word Lists']",8619753,4281621,PE1620.S5 1789,"Sheridan, Thomas,",London;C. Dilly;1789.,s,1789,    ,1789,xx ,,Dictionaries;English language,A complete dictionary of the English language
njp.32101037601646-p5,njp.32101037601646,njp.32101037601646-p5,Prosodical Grammar,"Sheridan, Thomas.",1794,HathiTrust,"['Dictionaries', 'Original Bibliography', 'Word Lists']",9472161,22282080,,"Sheridan, Thomas,",London;Printed for W. Stewart;1794.,s,1794,    ,1794,enk,,,A dictionary of the English language
njp.32101061812242,njp.32101061812242,campbellphilosophy1,The philosophy of rhetoric.,"Campbell, George, 1719-1796",1776,HathiTrust,"['Linguistic', 'Literary']",1183074,2385974,PN173.C3,"Campbell, George,","London;W. Strahan; [etc., etc.;1776.",s,1776,    ,1776,enk,v.1,1500-1800;Rhetoric;English language,The philosophy of rhetoric
njp.32101061812259,njp.32101061812259,campbellphilosophy2,The philosophy of rhetoric.,"Campbell, George, 1719-1796",1776,HathiTrust,"['Linguistic', 'Literary']",1183074,2385974,PN173.C3,"Campbell, George,","London;W. Strahan; [etc., etc.;1776.",s,1776,    ,1776,enk,v.2,1500-1800;Rhetoric;English language,The philosophy of rhetoric
njp.32101063583734,njp.32101063583734,njp.32101063583734,"The reader, or reciter;",,1799,HathiTrust,['Linguistic'],8916738,26274421,,,London;Printed for T. Cadell jun. and W. Davies;1799.,s,1799,    ,1799,enk,,Readers;Study and teaching;Recitations;English literature;English language;18th century,"The reader, or reciter;"
njp.32101066874502,njp.32101066874502,njp.32101066874502,"Accentus redivivi, or, A defense of an accented pronunciation of Greek prose :","Primatt, William, 1701 or 2-1770",1764,HathiTrust,"['Literary', 'Original Bibliography']",8929876,9564950,,"Primatt, William,","Cambridge;Printed by J. Bentham printer to the University, for the author;1764.",s,1764,    ,1764,enk,,Greek language;Etymology;Accents and accentuation,"Accentus redivivi, or, A defense of an accented pronunciation of Greek prose"
njp.32101066874569,njp.32101066874569,alexanderprinciples,The rudiments of Latin and English grammar.,"Adam, Alexander, 1741-1809",1786,HathiTrust,"['Linguistic', 'Typographically Unique']",8674791,18514147,,"Adam, Alexander,","Edinburgh;Printed for W. Gordon, J. Bell, J. Dickson, W. Creech, C. Elliot, and E. Balfour;1786.",s,1786,    ,1786,stk,,Latin language;English language;Grammar,The rudiments of Latin and English grammar
njp.32101066875087,njp.32101066875087,horsleyon,On the prosodies of the Greek and Latin languages.,"Horsley, Samuel, 1733-1806",1796,HathiTrust,"['Literary', 'Original Bibliography']",8929916,12054494,,"Horsley, Samuel,",London;J. Robson;1796.,s,1796,    ,1796,enk,,Greek language;Metrics and rhythmics;Latin language,On the prosodies of the Greek and Latin languages
njp.32101067567584,njp.32101067567584,beattieessayspoetry,"Essays: on poetry and music, as they affect the mind;","Beattie, James, 1735-1803",1779,HathiTrust,['Literary'],428826,23619531,ML60.B41,"Beattie, James,","London;Printed for E. and C. Dilly; and W. Creech, Edinburgh;1779.",s,1779,    ,1779,enk,,"Music, Influence of;Laughter;Classical education;Poetry;History and criticism","Essays: on poetry and music, as they affect the mind;"
njp.32101067671527,njp.32101067671527,sheridanlectures1,Lectures on the art of reading.,"Sheridan, Thomas, 1719-1788",1775,HathiTrust,"['Literary', 'Original Bibliography']",8689137,8625422,,"Sheridan, Thomas,",London;printed for J. Dodsley [and others;1775.,s,1775,    ,1775,enk,pt.1,Reading,Lectures on the art of reading
njp.32101067671535,njp.32101067671535,sheridanlectures2,Lectures on the art of reading.,"Sheridan, Thomas, 1719-1788",1775,HathiTrust,"['Literary', 'Original Bibliography']",8689137,8625422,,"Sheridan, Thomas,",London;printed for J. Dodsley [and others;1775.,s,1775,    ,1775,enk,pt.2,Reading,Lectures on the art of reading
njp.32101067671543,njp.32101067671543,helpelocution,"A help to elocution, containig three essays:",,1780,HathiTrust,"['Linguistic', 'Literary']",8963329,42051030,,,London;Printed for Fielding and Walker ... and J. Macgowan;1780.,s,1780,    ,1780,enk,,Elocution;Readers and speakers,"A help to elocution, containig three essays"
njp.32101067671568,njp.32101067671568,walkermelody,"The melody of speaking, delineated;","Walker, John, 1732-1807",1787,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']",8963330,13594560,PN4105.W3,"Walker, John,",London;Printed for the author;1787.,s,1787,    ,1787,enk,,Elocution;Voice,"The melody of speaking, delineated;"
njp.32101067671626,njp.32101067671626,enfieldspeaker,The speaker;,"Enfield, William, 1741-1797",1792,HathiTrust,"['Linguistic', 'Literary']",8963334,642844,,"Enfield, William,",London;J. Johnson;1792.,s,1792,    ,1792,enk,,Readers;1500-1800;Elocution,The speaker;
njp.32101068027091,njp.32101068027091,rollinmethod4,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c. :","Rollin, Charles, 1661-1741",1773,HathiTrust,['Literary'],8966697,8237404,,"Rollin, Charles,","Edinburgh;Printed for W. Drummond, A. Donaldson, J. Bell, and C. Elliot;1773.",s,1773,    ,1773,stk,v.4,Poetry;Early works to 1800;Education;Rhetoric;Study and teaching;Language and languages;French language;Greek language;Latin language;Literature,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c"
njp.32101068158847-p223,njp.32101068158847,njp.32101068158847-p223,The Metre of Henry VIII,"Roderick, R.",1758,HathiTrust,"['Literary', 'Original Bibliography']",1365789,2171524,,"Edwards, Thomas,",London;C. Bathurst;1758.,s,1758,    ,1758,enk,,,"The canons of criticism, and glossary, being a supplement to Mr. Warburton's edition of Shakespear"
njp.32101068580289,njp.32101068580289,rollinmethod2,The method of teaching and studying the belles lettres;,"Rollin, Charles, 1661-1741",1737,HathiTrust,['Literary'],8972701,6283258,LB475.R7A4 1737,"Rollin, Charles,",London;A. Bettesworth and C. Hitch;1737.,s,1737,    ,1737,enk,v.2,Early works to 1800;Education,The method of teaching and studying the belles lettres;
njp.32101068580297,njp.32101068580297,rollinmethod3,The method of teaching and studying the belles lettres;,"Rollin, Charles, 1661-1741",1737,HathiTrust,['Literary'],8972701,6283258,LB475.R7A4 1737,"Rollin, Charles,",London;A. Bettesworth and C. Hitch;1737.,s,1737,    ,1737,enk,v.3,Early works to 1800;Education,The method of teaching and studying the belles lettres;
njp.32101068580305,njp.32101068580305,rollinmethod4,The method of teaching and studying the belles lettres;,"Rollin, Charles, 1661-1741",1737,HathiTrust,['Literary'],8972701,6283258,LB475.R7A4 1737,"Rollin, Charles,",London;A. Bettesworth and C. Hitch;1737.,s,1737,    ,1737,enk,v.4,Early works to 1800;Education,The method of teaching and studying the belles lettres;
njp.32101068580313,njp.32101068580313,rollinmethod1,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c. :","Rollin, Charles, 1661-1741",1773,HathiTrust,['Literary'],8966697,8237404,,"Rollin, Charles,","Edinburgh;Printed for W. Drummond, A. Donaldson, J. Bell, and C. Elliot;1773.",s,1773,    ,1773,stk,v.1,Poetry;Early works to 1800;Education;Rhetoric;Study and teaching;Language and languages;French language;Greek language;Latin language;Literature,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c"
