htid,filename,size_changed,modification_time,rsync_flags
mdp.39015002727082,39015002727082.zip,True,True,>f.st......
mdp.39015002727090,39015002727090.mets.xml,True,True,>f.st......
mdp.39015002727090,39015002727090.zip,True,True,>f.st......
mdp.39015002727231,39015002727231.mets.xml,True,True,>f.st......
mdp.39015002727231,39015002727231.zip,True,True,>f.st......
mdp.39015002761446,39015002761446.mets.xml,True,True,>f.st......
mdp.39015002761446,39015002761446.zip,True,True,>f.st......
mdp.39015003453480,39015003453480.mets.xml,True,True,>f.st......
mdp.39015003453480,39015003453480.zip,True,True,>f.st......
mdp.39015003477794,39015003477794.mets.xml,True,True,>f.st......
mdp.39015003477794,39015003477794.zip,True,True,>f.st......
mdp.39015003498352,39015003498352.mets.xml,True,True,>f.st......
mdp.39015003498352,39015003498352.zip,True,True,>f.st......
mdp.39015003639195,39015003639195.mets.xml,True,True,>f.st......
mdp.39015003639195,39015003639195.zip,True,True,>f.st......
mdp.39015003651190,39015003651190.mets.xml,True,True,>f.st......
mdp.39015003651190,39015003651190.zip,True,True,>f.st......
mdp.39015003882910,39015003882910.mets.xml,True,True,>f.st......
mdp.39015003882910,39015003882910.zip,True,True,>f.st......
mdp.39015003937086,39015003937086.mets.xml,True,True,>f.st......
mdp.39015003937086,39015003937086.zip,True,True,>f.st......
mdp.39015003937326,39015003937326.mets.xml,True,True,>f.st......
mdp.39015003937326,39015003937326.zip,True,True,>f.st......
mdp.39015003937359,39015003937359.mets.xml,True,True,>f.st......
mdp.39015003937359,39015003937359.zip,True,True,>f.st......
mdp.39015003937433,39015003937433.mets.xml,True,True,>f.st......
mdp.39015003937433,39015003937433.zip,True,True,>f.st......
mdp.39015003937458,39015003937458.mets.xml,True,True,>f.st......
mdp.39015003937458,39015003937458.zip,True,True,>f.st......
mdp.39015003937482,39015003937482.mets.xml,True,True,>f.st......
mdp.39015003937482,39015003937482.zip,True,True,>f.st......
mdp.39015003937490,39015003937490.mets.xml,True,True,>f.st......
mdp.39015003937490,39015003937490.zip,True,True,>f.st......
mdp.39015003959197,39015003959197.mets.xml,True,True,>f.st......
mdp.39015003959197,39015003959197.zip,True,True,>f.st......
mdp.39015003959718,39015003959718.mets.xml,True,True,>f.st......
mdp.39015003959718,39015003959718.zip,True,True,>f.st......
mdp.39015003990572,39015003990572.mets.xml,True,True,>f.st......
mdp.39015003990572,39015003990572.zip,True,True,>f.st......
mdp.39015004184597,39015004184597.mets.xml,True,True,>f.st......
mdp.39015004184597,39015004184597.zip,True,True,>f.st......
mdp.39015004300599,39015004300599.mets.xml,True,True,>f.st......
mdp.39015004300599,39015004300599.zip,True,True,>f.st......
mdp.39015004721745,39015004721745.mets.xml,True,True,>f.st......
mdp.39015004721745,39015004721745.zip,True,True,>f.st......
mdp.39015004729631,39015004729631.mets.xml,True,True,>f.st......
mdp.39015004729631,39015004729631.zip,True,True,>f.st......
mdp.39015004729847,39015004729847.mets.xml,True,True,>f.st......
mdp.39015004729847,39015004729847.zip,True,True,>f.st......
mdp.39015004800457,39015004800457.mets.xml,True,True,>f.st......
mdp.39015004800457,39015004800457.zip,True,True,>f.st......
mdp.39015004889336,39015004889336.mets.xml,True,True,>f.st......
mdp.39015004889336,39015004889336.zip,True,True,>f.st......
mdp.39015005034437,39015005034437.mets.xml,True,True,>f.st......
mdp.39015005034437,39015005034437.zip,True,True,>f.st......
mdp.39015005162758,39015005162758.mets.xml,True,True,>f.st......
mdp.39015005162758,39015005162758.zip,True,True,>f.st......
mdp.39015005179596,39015005179596.mets.xml,True,True,>f.st......
mdp.39015005179596,39015005179596.zip,True,True,>f.st......
mdp.39015005264505,39015005264505.mets.xml,True,True,>f.st......
mdp.39015005264505,39015005264505.zip,True,True,>f.st......
mdp.39015005277184,39015005277184.mets.xml,True,True,>f.st......
mdp.39015005277184,39015005277184.zip,True,True,>f.st......
mdp.39015005470664,39015005470664.mets.xml,True,True,>f.st......
mdp.39015005470664,39015005470664.zip,True,True,>f.st......
mdp.39015005470672,39015005470672.mets.xml,True,True,>f.st......
mdp.39015005470672,39015005470672.zip,True,True,>f.st......
mdp.39015005484020,39015005484020.mets.xml,True,True,>f.st......
mdp.39015005484020,39015005484020.zip,True,True,>f.st......
mdp.39015005562528,39015005562528.mets.xml,True,True,>f.st......
mdp.39015005562528,39015005562528.zip,True,True,>f.st......
mdp.39015005599363,39015005599363.mets.xml,True,True,>f.st......
mdp.39015005599363,39015005599363.zip,True,True,>f.st......
mdp.39015005682706,39015005682706.mets.xml,True,True,>f.st......
mdp.39015005682706,39015005682706.zip,True,True,>f.st......
mdp.39015005684991,39015005684991.mets.xml,True,True,>f.st......
mdp.39015005684991,39015005684991.zip,True,True,>f.st......
mdp.39015005734614,39015005734614.mets.xml,True,True,>f.st......
mdp.39015005734614,39015005734614.zip,True,True,>f.st......
mdp.39015005763134,39015005763134.mets.xml,True,True,>f.st......
mdp.39015005763134,39015005763134.zip,True,True,>f.st......
mdp.39015005770816,39015005770816.mets.xml,True,True,>f.st......
mdp.39015005770816,39015005770816.zip,True,True,>f.st......
mdp.39015005786929,39015005786929.mets.xml,True,True,>f.st......
mdp.39015005786929,39015005786929.zip,True,True,>f.st......
mdp.39015005789063,39015005789063.mets.xml,True,True,>f.st......
mdp.39015005789063,39015005789063.zip,True,True,>f.st......
mdp.39015006978525,39015006978525.mets.xml,True,True,>f.st......
mdp.39015006978525,39015006978525.zip,True,True,>f.st......
mdp.39015007009916,39015007009916.mets.xml,True,True,>f.st......
mdp.39015007009916,39015007009916.zip,True,True,>f.st......
mdp.39015008095047,39015008095047.mets.xml,True,True,>f.st......
mdp.39015008095047,39015008095047.zip,True,True,>f.st......
mdp.39015008095153,39015008095153.mets.xml,True,True,>f.st......
mdp.39015008095153,39015008095153.zip,True,True,>f.st......
mdp.39015008297817,39015008297817.mets.xml,True,True,>f.st......
mdp.39015008297817,39015008297817.zip,True,True,>f.st......
mdp.39015008376900,39015008376900.mets.xml,True,True,>f.st......
mdp.39015008376900,39015008376900.zip,True,True,>f.st......
mdp.39015008380902,39015008380902.mets.xml,True,True,>f.st......
mdp.39015008380902,39015008380902.zip,True,True,>f.st......
mdp.39015008400528,39015008400528.mets.xml,True,True,>f.st......
mdp.39015008400528,39015008400528.zip,True,True,>f.st......
mdp.39015008428602,39015008428602.mets.xml,True,True,>f.st......
mdp.39015008428602,39015008428602.zip,True,True,>f.st......
mdp.39015008442769,39015008442769.mets.xml,True,True,>f.st......
mdp.39015008442769,39015008442769.zip,True,True,>f.st......
mdp.39015008496575,39015008496575.mets.xml,True,True,>f.st......
mdp.39015008496575,39015008496575.zip,True,True,>f.st......
mdp.39015008561493,39015008561493.mets.xml,True,True,>f.st......
mdp.39015008561493,39015008561493.zip,True,True,>f.st......
mdp.39015008601109,39015008601109.mets.xml,True,True,>f.st......
mdp.39015008601109,39015008601109.zip,True,True,>f.st......
mdp.39015008683255,39015008683255.mets.xml,True,True,>f.st......
mdp.39015008683255,39015008683255.zip,True,True,>f.st......
mdp.39015008694591,39015008694591.mets.xml,True,True,>f.st......
mdp.39015008694591,39015008694591.zip,True,True,>f.st......
mdp.39015008733860,39015008733860.mets.xml,True,True,>f.st......
mdp.39015008733860,39015008733860.zip,True,True,>f.st......
mdp.39015008735113,39015008735113.mets.xml,True,True,>f.st......
mdp.39015008735113,39015008735113.zip,True,True,>f.st......
mdp.39015008806005,39015008806005.mets.xml,True,True,>f.st......
mdp.39015008806005,39015008806005.zip,True,True,>f.st......
mdp.39015008864681,39015008864681.mets.xml,True,True,>f.st......
mdp.39015008864681,39015008864681.zip,True,True,>f.st......
mdp.39015008880067,39015008880067.mets.xml,True,True,>f.st......
mdp.39015008880067,39015008880067.zip,True,True,>f.st......
mdp.39015008900246,39015008900246.mets.xml,True,True,>f.st......
mdp.39015008900246,39015008900246.zip,True,True,>f.st......
mdp.39015008900436,39015008900436.mets.xml,True,True,>f.st......
mdp.39015008900436,39015008900436.zip,True,True,>f.st......
mdp.39015009049233,39015009049233.mets.xml,True,True,>f.st......
mdp.39015009049233,39015009049233.zip,True,True,>f.st......
mdp.39015009062848,39015009062848.mets.xml,True,True,>f.st......
mdp.39015009062848,39015009062848.zip,True,True,>f.st......
mdp.39015009357545,39015009357545.mets.xml,True,True,>f.st......
mdp.39015009357545,39015009357545.zip,True,True,>f.st......
mdp.39015009375083,39015009375083.mets.xml,True,True,>f.st......
mdp.39015009375083,39015009375083.zip,True,True,>f.st......
mdp.39015009444152,39015009444152.mets.xml,True,True,>f.st......
mdp.39015009444152,39015009444152.zip,True,True,>f.st......
mdp.39015009445225,39015009445225.mets.xml,True,True,>f.st......
mdp.39015009445225,39015009445225.zip,True,True,>f.st......
mdp.39015010329087,39015010329087.mets.xml,True,True,>f.st......
mdp.39015010329087,39015010329087.zip,True,True,>f.st......
mdp.39015010335936,39015010335936.mets.xml,True,True,>f.st......
mdp.39015010335936,39015010335936.zip,True,True,>f.st......
mdp.39015010426966,39015010426966.mets.xml,True,True,>f.st......
mdp.39015010528654,39015010528654.mets.xml,True,True,>f.st......
mdp.39015010528654,39015010528654.zip,True,True,>f.st......
mdp.39015010751967,39015010751967.mets.xml,True,True,>f.st......
mdp.39015010751967,39015010751967.zip,True,True,>f.st......
mdp.39015010797036,39015010797036.mets.xml,True,True,>f.st......
mdp.39015010797036,39015010797036.zip,True,True,>f.st......
mdp.39015011051094,39015011051094.mets.xml,True,True,>f.st......
mdp.39015011051094,39015011051094.zip,True,True,>f.st......
mdp.39015011051516,39015011051516.mets.xml,True,True,>f.st......
mdp.39015011051516,39015011051516.zip,True,True,>f.st......
mdp.39015011051912,39015011051912.mets.xml,True,True,>f.st......
mdp.39015011051912,39015011051912.zip,True,True,>f.st......
mdp.39015011229609,39015011229609.mets.xml,True,True,>f.st......
mdp.39015011229609,39015011229609.zip,True,True,>f.st......
mdp.39015011300327,39015011300327.mets.xml,True,True,>f.st......
mdp.39015011300327,39015011300327.zip,True,True,>f.st......
mdp.39015011324582,39015011324582.mets.xml,True,True,>f.st......
mdp.39015011324582,39015011324582.zip,True,True,>f.st......
mdp.39015011348243,39015011348243.mets.xml,True,True,>f.st......
mdp.39015011348243,39015011348243.zip,True,True,>f.st......
mdp.39015011385708,39015011385708.mets.xml,True,True,>f.st......
mdp.39015011385708,39015011385708.zip,True,True,>f.st......
mdp.39015011393025,39015011393025.mets.xml,True,True,>f.st......
mdp.39015011393025,39015011393025.zip,True,True,>f.st......
mdp.39015011428698,39015011428698.mets.xml,True,True,>f.st......
mdp.39015011428698,39015011428698.zip,True,True,>f.st......
mdp.39015011428706,39015011428706.mets.xml,True,True,>f.st......
mdp.39015011428706,39015011428706.zip,True,True,>f.st......
mdp.39015011583377,39015011583377.mets.xml,True,True,>f.st......
mdp.39015011583377,39015011583377.zip,True,True,>f.st......
mdp.39015011951434,39015011951434.mets.xml,True,True,>f.st......
mdp.39015011951434,39015011951434.zip,True,True,>f.st......
mdp.39015012074343,39015012074343.mets.xml,True,True,>f.st......
mdp.39015012074343,39015012074343.zip,True,True,>f.st......
mdp.39015012278431,39015012278431.mets.xml,True,True,>f.st......
mdp.39015012278431,39015012278431.zip,True,True,>f.st......
mdp.39015012320548,39015012320548.mets.xml,True,True,>f.st......
mdp.39015012320548,39015012320548.zip,True,True,>f.st......
mdp.39015012991363,39015012991363.mets.xml,True,True,>f.st......
mdp.39015012991363,39015012991363.zip,True,True,>f.st......
mdp.39015013138261,39015013138261.mets.xml,True,True,>f.st......
mdp.39015013138261,39015013138261.zip,True,True,>f.st......
mdp.39015013141364,39015013141364.mets.xml,True,True,>f.st......
mdp.39015013141364,39015013141364.zip,True,True,>f.st......
mdp.39015013164259,39015013164259.mets.xml,True,True,>f.st......
mdp.39015013164259,39015013164259.zip,True,True,>f.st......
mdp.39015013245199,39015013245199.mets.xml,True,True,>f.st......
mdp.39015013245199,39015013245199.zip,True,True,>f.st......
mdp.39015013290013,39015013290013.mets.xml,True,True,>f.st......
mdp.39015013290013,39015013290013.zip,True,True,>f.st......
mdp.39015013425254,39015013425254.mets.xml,True,True,>f.st......
mdp.39015013425254,39015013425254.zip,True,True,>f.st......
mdp.39015013501989,39015013501989.mets.xml,True,True,>f.st......
mdp.39015013501989,39015013501989.zip,True,True,>f.st......
mdp.39015013504066,39015013504066.mets.xml,True,True,>f.st......
mdp.39015013504066,39015013504066.zip,True,True,>f.st......
mdp.39015013733616,39015013733616.mets.xml,True,True,>f.st......
mdp.39015013733616,39015013733616.zip,True,True,>f.st......
mdp.39015014523602,39015014523602.mets.xml,True,True,>f.st......
mdp.39015014523602,39015014523602.zip,True,True,>f.st......
mdp.39015014739869,39015014739869.mets.xml,True,True,>f.st......
mdp.39015014739869,39015014739869.zip,True,True,>f.st......
mdp.39015014763562,39015014763562.mets.xml,True,True,>f.st......
mdp.39015014763562,39015014763562.zip,True,True,>f.st......
mdp.39015015344263,39015015344263.mets.xml,True,True,>f.st......
mdp.39015015344263,39015015344263.zip,True,True,>f.st......
mdp.39015015356457,39015015356457.mets.xml,True,True,>f.st......
mdp.39015015356457,39015015356457.zip,True,True,>f.st......
mdp.39015015381901,39015015381901.mets.xml,True,True,>f.st......
mdp.39015015381901,39015015381901.zip,True,True,>f.st......
mdp.39015015386264,39015015386264.mets.xml,True,True,>f.st......
mdp.39015015386264,39015015386264.zip,True,True,>f.st......
mdp.39015016370424,39015016370424.mets.xml,True,True,>f.st......
mdp.39015016370424,39015016370424.zip,True,True,>f.st......
mdp.39015016456165,39015016456165.mets.xml,True,True,>f.st......
mdp.39015016456165,39015016456165.zip,True,True,>f.st......
mdp.39015016456355,39015016456355.mets.xml,True,True,>f.st......
mdp.39015016456355,39015016456355.zip,True,True,>f.st......
mdp.39015016456942,39015016456942.mets.xml,True,True,>f.st......
mdp.39015016460456,39015016460456.mets.xml,True,True,>f.st......
mdp.39015016460456,39015016460456.zip,True,True,>f.st......
mdp.39015016699970,39015016699970.mets.xml,True,True,>f.st......
mdp.39015016699970,39015016699970.zip,True,True,>f.st......
mdp.39015016734504,39015016734504.mets.xml,True,True,>f.st......
mdp.39015016734504,39015016734504.zip,True,True,>f.st......
mdp.39015016898432,39015016898432.mets.xml,True,True,>f.st......
mdp.39015016898432,39015016898432.zip,True,True,>f.st......
mdp.39015016912928,39015016912928.mets.xml,True,True,>f.st......
mdp.39015016912928,39015016912928.zip,True,True,>f.st......
mdp.39015017637615,39015017637615.mets.xml,True,True,>f.st......
mdp.39015017637615,39015017637615.zip,True,True,>f.st......
mdp.39015017638761,39015017638761.mets.xml,True,True,>f.st......
mdp.39015017638761,39015017638761.zip,True,True,>f.st......
mdp.39015017651491,39015017651491.mets.xml,True,True,>f.st......
mdp.39015017651491,39015017651491.zip,True,True,>f.st......
mdp.39015017655872,39015017655872.mets.xml,True,True,>f.st......
mdp.39015017655872,39015017655872.zip,True,True,>f.st......
mdp.39015018428584,39015018428584.mets.xml,True,True,>f.st......
mdp.39015018428584,39015018428584.zip,True,True,>f.st......
mdp.39015018428592,39015018428592.mets.xml,True,True,>f.st......
mdp.39015018428592,39015018428592.zip,True,True,>f.st......
mdp.39015018631716,39015018631716.mets.xml,True,True,>f.st......
mdp.39015018631716,39015018631716.zip,True,True,>f.st......
mdp.39015019076994,39015019076994.mets.xml,True,True,>f.st......
mdp.39015019076994,39015019076994.zip,True,True,>f.st......
mdp.39015019078172,39015019078172.mets.xml,True,True,>f.st......
mdp.39015019078172,39015019078172.zip,True,True,>f.st......
mdp.39015019082190,39015019082190.mets.xml,True,True,>f.st......
mdp.39015019082190,39015019082190.zip,True,True,>f.st......
mdp.39015019134686,39015019134686.mets.xml,True,True,>f.st......
mdp.39015019134686,39015019134686.zip,True,True,>f.st......
mdp.39015019145799,39015019145799.mets.xml,True,True,>f.st......
mdp.39015019145799,39015019145799.zip,True,True,>f.st......
mdp.39015019208274,39015019208274.mets.xml,True,True,>f.st......
mdp.39015019208274,39015019208274.zip,True,True,>f.st......
mdp.39015019229619,39015019229619.mets.xml,True,True,>f.st......
mdp.39015019229619,39015019229619.zip,True,True,>f.st......
mdp.39015019352742,39015019352742.mets.xml,True,True,>f.st......
mdp.39015019352742,39015019352742.zip,True,True,>f.st......
mdp.39015019354110,39015019354110.mets.xml,True,True,>f.st......
mdp.39015019354110,39015019354110.zip,True,True,>f.st......
mdp.39015019393332,39015019393332.mets.xml,True,True,>f.st......
mdp.39015019393332,39015019393332.zip,True,True,>f.st......
mdp.39015019747065,39015019747065.mets.xml,True,True,>f.st......
mdp.39015019747065,39015019747065.zip,True,True,>f.st......
mdp.39015019951162,39015019951162.mets.xml,True,True,>f.st......
mdp.39015019951162,39015019951162.zip,True,True,>f.st......
mdp.39015020000983,39015020000983.mets.xml,True,True,>f.st......
mdp.39015020000983,39015020000983.zip,True,True,>f.st......
mdp.39015020054345,39015020054345.mets.xml,True,True,>f.st......
mdp.39015020054345,39015020054345.zip,True,True,>f.st......
mdp.39015020207083,39015020207083.mets.xml,True,True,>f.st......
mdp.39015020207083,39015020207083.zip,True,True,>f.st......
mdp.39015020441104,39015020441104.mets.xml,True,True,>f.st......
mdp.39015020441104,39015020441104.zip,True,True,>f.st......
mdp.39015021935443,39015021935443.mets.xml,True,True,>f.st......
mdp.39015021935443,39015021935443.zip,True,True,>f.st......
mdp.39015024071824,39015024071824.mets.xml,True,True,>f.st......
mdp.39015024071824,39015024071824.zip,True,True,>f.st......
mdp.39015024233465,39015024233465.mets.xml,True,True,>f.st......
mdp.39015024233465,39015024233465.zip,True,True,>f.st......
mdp.39015024386446,39015024386446.mets.xml,True,True,>f.st......
mdp.39015024386446,39015024386446.zip,True,True,>f.st......
mdp.39015024389333,39015024389333.mets.xml,True,True,>f.st......
mdp.39015024389333,39015024389333.zip,True,True,>f.st......
mdp.39015024475686,39015024475686.mets.xml,True,True,>f.st......
mdp.39015024475686,39015024475686.zip,True,True,>f.st......
mdp.39015024475777,39015024475777.mets.xml,True,True,>f.st......
mdp.39015024475777,39015024475777.zip,True,True,>f.st......
mdp.39015024521638,39015024521638.mets.xml,True,True,>f.st......
mdp.39015024521638,39015024521638.zip,True,True,>f.st......
mdp.39015024853577,39015024853577.mets.xml,True,True,>f.st......
mdp.39015024853577,39015024853577.zip,True,True,>f.st......
mdp.39015025026181,39015025026181.mets.xml,True,True,>f.st......
mdp.39015025026181,39015025026181.zip,True,True,>f.st......
mdp.39015025255723,39015025255723.mets.xml,True,True,>f.st......
mdp.39015025255723,39015025255723.zip,True,True,>f.st......
mdp.39015025255798,39015025255798.mets.xml,True,True,>f.st......
mdp.39015025255798,39015025255798.zip,True,True,>f.st......
mdp.39015025423768,39015025423768.mets.xml,True,True,>f.st......
mdp.39015025423768,39015025423768.zip,True,True,>f.st......
mdp.39015025887855,39015025887855.mets.xml,True,True,>f.st......
mdp.39015025887855,39015025887855.zip,True,True,>f.st......
mdp.39015025977565,39015025977565.mets.xml,True,True,>f.st......
mdp.39015025977565,39015025977565.zip,True,True,>f.st......
mdp.39015026074560,39015026074560.mets.xml,True,True,>f.st......
mdp.39015026074560,39015026074560.zip,True,True,>f.st......
mdp.39015026437072,39015026437072.mets.xml,True,True,>f.st......
mdp.39015026437072,39015026437072.zip,True,True,>f.st......
mdp.39015027552432,39015027552432.mets.xml,True,True,>f.st......
mdp.39015027552432,39015027552432.zip,True,True,>f.st......
mdp.39015027620346,39015027620346.mets.xml,True,True,>f.st......
mdp.39015027620346,39015027620346.zip,True,True,>f.st......
mdp.39015027645343,39015027645343.mets.xml,True,True,>f.st......
mdp.39015027645343,39015027645343.zip,True,True,>f.st......
mdp.39015027737249,39015027737249.mets.xml,True,True,>f.st......
mdp.39015027737249,39015027737249.zip,True,True,>f.st......
mdp.39015028572017,39015028572017.mets.xml,True,True,>f.st......
mdp.39015028688730,39015028688730.mets.xml,True,True,>f.st......
mdp.39015028688730,39015028688730.zip,True,True,>f.st......
mdp.39015028691643,39015028691643.mets.xml,True,True,>f.st......
mdp.39015028691643,39015028691643.zip,True,True,>f.st......
mdp.39015028691650,39015028691650.mets.xml,True,True,>f.st......
mdp.39015028691650,39015028691650.zip,True,True,>f.st......
mdp.39015028699455,39015028699455.mets.xml,True,True,>f.st......
mdp.39015028699455,39015028699455.zip,True,True,>f.st......
mdp.39015028980152,39015028980152.mets.xml,True,True,>f.st......
mdp.39015028980152,39015028980152.zip,True,True,>f.st......
mdp.39015030042447,39015030042447.mets.xml,True,True,>f.st......
mdp.39015030042447,39015030042447.zip,True,True,>f.st......
mdp.39015030061975,39015030061975.mets.xml,True,True,>f.st......
mdp.39015030061975,39015030061975.zip,True,True,>f.st......
mdp.39015030120235,39015030120235.mets.xml,True,True,>f.st......
mdp.39015030120235,39015030120235.zip,True,True,>f.st......
mdp.39015030120938,39015030120938.mets.xml,True,True,>f.st......
mdp.39015030120938,39015030120938.zip,True,True,>f.st......
mdp.39015030121050,39015030121050.mets.xml,True,True,>f.st......
mdp.39015030121050,39015030121050.zip,True,True,>f.st......
mdp.39015030577319,39015030577319.mets.xml,True,True,>f.st......
mdp.39015030577319,39015030577319.zip,True,True,>f.st......
mdp.39015030701851,39015030701851.mets.xml,True,True,>f.st......
mdp.39015030701851,39015030701851.zip,True,True,>f.st......
mdp.39015030709417,39015030709417.mets.xml,True,True,>f.st......
mdp.39015030709417,39015030709417.zip,True,True,>f.st......
mdp.39015030712858,39015030712858.mets.xml,True,True,>f.st......
mdp.39015030712858,39015030712858.zip,True,True,>f.st......
mdp.39015030713062,39015030713062.mets.xml,True,True,>f.st......
mdp.39015030713062,39015030713062.zip,True,True,>f.st......
mdp.39015030713765,39015030713765.mets.xml,True,True,>f.st......
mdp.39015030713765,39015030713765.zip,True,True,>f.st......
mdp.39015030717980,39015030717980.mets.xml,True,True,>f.st......
mdp.39015030717980,39015030717980.zip,True,True,>f.st......
mdp.39015030723681,39015030723681.mets.xml,True,True,>f.st......
mdp.39015030723681,39015030723681.zip,True,True,>f.st......
mdp.39015030724804,39015030724804.mets.xml,True,True,>f.st......
mdp.39015030724804,39015030724804.zip,True,True,>f.st......
mdp.39015030756251,39015030756251.mets.xml,True,True,>f.st......
mdp.39015030756251,39015030756251.zip,True,True,>f.st......
mdp.39015030759255,39015030759255.mets.xml,True,True,>f.st......
mdp.39015030759255,39015030759255.zip,True,True,>f.st......
mdp.39015030759891,39015030759891.mets.xml,True,True,>f.st......
mdp.39015030759891,39015030759891.zip,True,True,>f.st......
mdp.39015030766128,39015030766128.mets.xml,True,True,>f.st......
mdp.39015030766128,39015030766128.zip,True,True,>f.st......
mdp.39015030766243,39015030766243.mets.xml,True,True,>f.st......
mdp.39015030766243,39015030766243.zip,True,True,>f.st......
mdp.39015030767977,39015030767977.mets.xml,True,True,>f.st......
mdp.39015030767977,39015030767977.zip,True,True,>f.st......
mdp.39015030768421,39015030768421.mets.xml,True,True,>f.st......
mdp.39015030768421,39015030768421.zip,True,True,>f.st......
mdp.39015030768439,39015030768439.mets.xml,True,True,>f.st......
mdp.39015030768439,39015030768439.zip,True,True,>f.st......
mdp.39015030835436,39015030835436.mets.xml,True,True,>f.st......
mdp.39015030835436,39015030835436.zip,True,True,>f.st......
mdp.39015030837309,39015030837309.mets.xml,True,True,>f.st......
mdp.39015030837309,39015030837309.zip,True,True,>f.st......
mdp.39015030866415,39015030866415.mets.xml,True,True,>f.st......
mdp.39015030866415,39015030866415.zip,True,True,>f.st......
mdp.39015030866464,39015030866464.mets.xml,True,True,>f.st......
mdp.39015030866464,39015030866464.zip,True,True,>f.st......
mdp.39015030867918,39015030867918.mets.xml,True,True,>f.st......
mdp.39015030867918,39015030867918.zip,True,True,>f.st......
mdp.39015030867967,39015030867967.mets.xml,True,True,>f.st......
mdp.39015030867967,39015030867967.zip,True,True,>f.st......
mdp.39015030868155,39015030868155.mets.xml,True,True,>f.st......
mdp.39015030868155,39015030868155.zip,True,True,>f.st......
mdp.39015030868254,39015030868254.mets.xml,True,True,>f.st......
mdp.39015030868254,39015030868254.zip,True,True,>f.st......
mdp.39015030868528,39015030868528.mets.xml,True,True,>f.st......
mdp.39015030868528,39015030868528.zip,True,True,>f.st......
mdp.39015030868817,39015030868817.mets.xml,True,True,>f.st......
mdp.39015030868817,39015030868817.zip,True,True,>f.st......
mdp.39015030868841,39015030868841.mets.xml,True,True,>f.st......
mdp.39015030868841,39015030868841.zip,True,True,>f.st......
mdp.39015030869070,39015030869070.mets.xml,True,True,>f.st......
mdp.39015030869070,39015030869070.zip,True,True,>f.st......
mdp.39015030869138,39015030869138.mets.xml,True,True,>f.st......
mdp.39015030869138,39015030869138.zip,True,True,>f.st......
mdp.39015030869450,39015030869450.mets.xml,True,True,>f.st......
mdp.39015030869450,39015030869450.zip,True,True,>f.st......
mdp.39015030870011,39015030870011.mets.xml,True,True,>f.st......
mdp.39015030870011,39015030870011.zip,True,True,>f.st......
mdp.39015030905288,39015030905288.mets.xml,True,True,>f.st......
mdp.39015030905288,39015030905288.zip,True,True,>f.st......
mdp.39015030905296,39015030905296.mets.xml,True,True,>f.st......
mdp.39015030905296,39015030905296.zip,True,True,>f.st......
mdp.39015030905304,39015030905304.mets.xml,True,True,>f.st......
mdp.39015030905304,39015030905304.zip,True,True,>f.st......
mdp.39015030905312,39015030905312.mets.xml,True,True,>f.st......
mdp.39015030905312,39015030905312.zip,True,True,>f.st......
mdp.39015030912391,39015030912391.mets.xml,True,True,>f.st......
mdp.39015030912391,39015030912391.zip,True,True,>f.st......
mdp.39015030924255,39015030924255.mets.xml,True,True,>f.st......
mdp.39015030924255,39015030924255.zip,True,True,>f.st......
mdp.39015030924750,39015030924750.mets.xml,True,True,>f.st......
mdp.39015030924750,39015030924750.zip,True,True,>f.st......
mdp.39015030924891,39015030924891.mets.xml,True,True,>f.st......
mdp.39015030924891,39015030924891.zip,True,True,>f.st......
mdp.39015030924941,39015030924941.mets.xml,True,True,>f.st......
mdp.39015030924941,39015030924941.zip,True,True,>f.st......
mdp.39015030925286,39015030925286.mets.xml,True,True,>f.st......
mdp.39015030925286,39015030925286.zip,True,True,>f.st......
mdp.39015030925963,39015030925963.mets.xml,True,True,>f.st......
mdp.39015030925963,39015030925963.zip,True,True,>f.st......
mdp.39015030926060,39015030926060.mets.xml,True,True,>f.st......
mdp.39015030926060,39015030926060.zip,True,True,>f.st......
mdp.39015030926102,39015030926102.mets.xml,True,True,>f.st......
mdp.39015030926102,39015030926102.zip,True,True,>f.st......
mdp.39015030926128,39015030926128.mets.xml,True,True,>f.st......
mdp.39015030926128,39015030926128.zip,True,True,>f.st......
mdp.39015030929098,39015030929098.mets.xml,True,True,>f.st......
mdp.39015030929098,39015030929098.zip,True,True,>f.st......
mdp.39015030930047,39015030930047.mets.xml,True,True,>f.st......
mdp.39015030930047,39015030930047.zip,True,True,>f.st......
mdp.39015030930054,39015030930054.mets.xml,True,True,>f.st......
mdp.39015030930054,39015030930054.zip,True,True,>f.st......
mdp.39015030930070,39015030930070.mets.xml,True,True,>f.st......
mdp.39015030930070,39015030930070.zip,True,True,>f.st......
mdp.39015030930088,39015030930088.mets.xml,True,True,>f.st......
mdp.39015030930088,39015030930088.zip,True,True,>f.st......
mdp.39015030930153,39015030930153.mets.xml,True,True,>f.st......
mdp.39015030930153,39015030930153.zip,True,True,>f.st......
mdp.39015030930161,39015030930161.mets.xml,True,True,>f.st......
mdp.39015030930161,39015030930161.zip,True,True,>f.st......
mdp.39015030930179,39015030930179.mets.xml,True,True,>f.st......
mdp.39015030930179,39015030930179.zip,True,True,>f.st......
mdp.39015030930211,39015030930211.mets.xml,True,True,>f.st......
mdp.39015030930211,39015030930211.zip,True,True,>f.st......
mdp.39015030930229,39015030930229.mets.xml,True,True,>f.st......
mdp.39015030930229,39015030930229.zip,True,True,>f.st......
